dish_id,name,primary_cuisine,primary_coarse,description
kibbeh_nayyeh,Kibbeh nayyeh,Syrian,meat,The dish is a minced raw lamb or beef mixed with fine spices.
kashk_bademjan,Kashk bademjan,Iranian,salad,"The dish is made with eggplant and dairy products served as a dip and garnished with saffron, sauteed onions, garlic, and often walnuts."
ageh,Ageh,Taiwanese,tofu,The dish is a piece of fried tofu stuffed with noodles.
tihlo,Tihlo,Ethiopian,snack,The dish is a barley dough balls covered with meat and sauce.
ghapama,Ghapama,Armenian,stew,The dish is a stuffed pumpkin stew prepared by removing the guts of the pumpkin and stuffed with boiled rice and dried fruits.
sakhu_sai_mu,Sakhu sai mu,Thai,snack,The dish is a tapioca balls made with starch with pork fillings.
stuffed_crust_pizza,Stuffed crust pizza,American,pizza,The dish is a pizza with other ingredients added into the outer edge of the crust.
tufahije,Tufahije,Balkan,dessert,The dish is a walnut-stuffed apples poached in sugar water.
stuffed_quinces,Stuffed quinces,Turkish,fruit,The dish is made from quinces stuffed with meat lamb and rice.
pizza_snack_rolls,Pizza snack rolls,American,pizza,"The dish is a rolled pizza consisting of bite-sized breaded pizza pockets with a fillings of tomato sauce, imitation cheese, and various pizza toppings."
pavese_agnolotti,Pavese agnolotti,Italian,pasta,The dish is a egg-based stuffed pasta served dry or using goose broth.
casunziei,Casunziei,Italian,pasta,"The dish is a stuffed pasta, consisting of filling sealed between two layers of thin pasta dough, folded in a typical half-moon shape."
bnh_l,Bánh lá,Vietnamese,dumpling,"The dish is a leaf cake, consisting of parcel of a variety of rice stuffed with some fillings and wrapped in a leaf or leaves."
b_nng_l_lt,Bò nướng lá lốt,Vietnamese,meat,The dish is a grilled beef served on a leaf which has a spicy smell but medicinal taste.. It is commonly served in a barbecue technique.
barbajuan,Barbajuan,French,fritter,"The dish is a fritter stuffed with chard, rice, cheese, and other fillings."
gyeranmari,Gyeran-mari,South Korean,egg,"The dish is made with beaten eggs mixed with several finely diced ingredients, fried and rolled."
poornalu,Poornalu,Indian,dessert,The dish is a sweet and dumpling made from rice flour stuffed with jagger paste and dry fruits.
pootharekulu,Pootharekulu,Indian,snack,"The dish is a sweet wrapped in a wafer-thin rice starch layer resembling paper and is stuffed with sugar, dry fruits, and nuts."
bagel_dog,Bagel dog,American,sandwich,The dish is a hot dog wrapped in bagel-style breading before or after cooking.
sorullos,Sorullos,Puerto Rican,fritter,The dish is a fried cornmeal-based with stuffed cheese.
chebureki,Chebureki,Crimean Tatar,pastry,The dish is a fried turnovers with a filling of ground or minced meat and onions.
gobi_paratha,Gobi paratha,Indian Subcontinent,bread,The dish is a flatbread stuffed with flavoured cauliflower and other vegetable.
levengi,Levengi,Azerbaijani,fish,"The dish is a fish or chicken stuffed with walnuts, onions, and various condiments, and baked in the oven."
jalangkote,Jalangkote,Indonesian,pastry,"The dish is a fried dumpling stuffed with rice, vegetable, potatoes, and eggs. Spicy, sweet and sour sauce will be dipped into prior to be eaten."
jalapeo_popper,Jalapeño popper,American,snack,"The dish are jalapeno peppers that have been hollowed out, stuffed with a mixture of cheese, spices, ground meat, and breaded and deep-fried."
kalitsounia,Kalitsounia,Greek,snack,The dish is a small cheese or herb snacks with different filling and serving variations.
karaoreva_nicla,Karađorđeva šnicla,Serbian,cutlet,"The dish is a breaded cutlet dish with rolled veal, pork, or chicken steak, stuffed with dairy then breaded and fried."
kibinai,Kibinai,Lithuanian,pastry,The dish is a pastry filled with mutton and onion.
krautshuptchen,Krautshäuptchen,German,vegetable,"This dish is a stuffed cabbage, served with boiled potatoes and mustard sauce or bechamel sauce."
szczecin_pasztecik,Szczecin pasztecik,Polish,snack,"This dish is a variety of pastry, a machine-produced deep-fried yeast dough stuffed with a meat or vegetarian filling, served in specialised bars as a fast food."
pltanos_rellenos,Plátanos rellenos,Latin American,snack,This dish consists of plantain stuffed with meat and seasonings and fried.
porchetta,Porchetta,Italian,meat,"This dish is a is a savory, fatty, and moist boneless pork roast. The carcass is deboned and spitted or roasted traditionally over wood for at least eight hours, fat and skin still on."
tortang_talong,Tortang talong,Filipino,omelette,This dish is an omelette made by pan-frying grilled whole eggplants dipped in an egg mixture.
buttered_pineapple_bun,Buttered pineapple bun,Cantonese,bread,This dish is a sweet bun made to resemble a pineapple with a slice of butter stuffed inside.
pampushka,Pampushka,Ukrainian,doughnut,"This dish is a small savoury or sweet yeast-raised bun or doughnut. Traditionally they are baked, but may also be fried. The savoury version have no filling, while the sweet version may be filled with fruits, berries, or poppy seeds, and topped with powdered sugar."
stuffed_racuchy,Stuffed racuchy,Polish,pancake,"This dish is a type of pancake stuffed with slices of apple and served with sugar. In more modern versions, other druit can be used like bananas. There is also a savoury sweet version of this dish, filled with potatoes."
rellenitos_de_pltano,Rellenitos de plátano,Guatemalan,dessert,"This is a dish of sweet mashed plantains stuffed with a mixture of refried beans, chocolate, and cinnamon."
turon,Turon,Filipino,snack,"This dish is a snack made of thinly sliced bananas, rolled in a spring roll wrapper, fried till the wrapper is crisp and coated with caramelized brown sugar."
unnakai,Unnakai,Indian,dessert,This dish is a spindle shaped sweet dessert made chiefly of banana.
egg_in_the_basket,Egg in the basket,Global,bread,This dish is an egg fried in a hole in a slice of bread.
chorley_cake,Chorley cake,British,cake,"This dish is made using currants, sandwiched between two layers of unsweetened shortcrust pastry."
hot_pockets,Hot Pockets,American,pastry,"This dish is a brand of microwaveable turnovers generally containing one or more types of cheese, meat, or Vegetable."
chicken_fillet_roll,Chicken fillet roll,Irish,sandwich,This dish is a baguette filled with a fillet of processed chicken.
galettesaucisse,Galette-saucisse,French,pancake,"This dish is a street food item consisting of a hot sausage, traditionally grilled, wrapped in a buckwheat crepe."
kati_roll,Kati roll,Indian,roll,This street food dish is a skewer-roasted kebab wrapped in a flatbread.
prawn_roll,Prawn roll,Australian,bread,"This dish is made using a soft white roll approximately 6 inches or 15 cm long, stuffed with a dozen or more peeled prawns, lettuce and remoulade, Thousand Island or cocktail-style sauce."
popiah,Popiah,Chinese,roll,"This dish is a fresh spring roll filled with an assortment of fresh, dried, and cooked ingredients, eaten during a festival and other celebratory occasions."
cachopo,Cachopo,Spanish,meat,"This dish consists of two large veal fillets and includes ham and cheese, and typically has a side of french fries. It is eaten fried and hot after being breaded in eggs and breadcrumbs, and it is usually served garnished with potatoes, peppers, or mushrooms."
jucy_lucy,Jucy Lucy,American,bread,"This dish is a stuffed cheeseburger with the cheese inside of the meat instead of on top, resulting in a melted core of cheese."
sapu_mhicha,Sapu Mhicha,Nepalese,meat,This dish is made up of buffalo leaf tripe stuffed with bone marrow.
tripoux,Tripoux,French,meat,"This dish is made with small bundles of sheep tripe, usually stuffed with sheep's feet, sweetbreads and various herbs and garden Vegetable. There are a number of variations on this dish, but they generally all involve savoury ingredients held together with sheep tripe and braised over low heat."
stuffed_cucumber,Stuffed cucumber,Global,vegetable,"This dish is used in various cuisines around the world. The main ingredient is cucumber, which is stuffed with various fillings depending on the region. Some dishes incorporate preserved cucumbers, while others use fresh cucumbers."
arctic_roll,Arctic roll,British,dessert,"This dish is an ice cream cake made of vanilla ice cream wrapped in a thin layer of sponge cake to form a roll, with a layer of raspberry flavoured sauce between the sponge and the ice cream."
black_sesame_roll,Black sesame roll,Cantonese,pastry,"This dish is a refrigerated dessert. The dessert preparation starts by drying a thin layer of black sesame paste, which forms a refrigerated sheet. Once set, each sheet is rolled up individually into a sesame roll."
salted_nut_roll,Salted Nut Roll,American,snack,A candy bar surrounded in a layer of caramel and then covered with salted Virginia peanuts
makizushi,Makizushi,Japanese,rice,"This dish is generally roll-wrapped in nori (seaweed) but is occasionally wrapped in a thin omelette, soy paper, cucumber, or shiso (perilla) leaves. This dish is often cut into six or eight pieces, constituting a single roll order."
minnesota_sushi,Minnesota sushi,American,roll,"This dish is a type of roll made by wrapping a slice of ham with cream cheese around a pickle, and then slicing it into bite-sized pieces."
fruit_rollups,Fruit Roll-Ups,American,snack,"This dish is a brand of snack. It is a flat, corn syrup-based, fruit-flavored snack rolled into a tube, spread on a backing sheet of cellophane to prevent the product from sticking to itself."
farsu_magru,Farsu magru,Italian,roll,"This dish is a traditional meat roll prepared using relatively small amount of meat ingredients. It is also characterized by the way in which the lean, low-fat cuts of meat that are typically used in the dish contrast with the stuffing, which has a higher fat content."
calfs_liver_and_bacon,Calf's liver and bacon,American,meat,"This dish is made with slices of bacon that are fried, and slices of veal liver (often covered in flour) are sauteed in the rendered fat. The bacon and slices of liver are placed in a dish and covered with a gravy made with the fond."
hortobgyi_palacsinta,Hortobágyi palacsinta,Hungarian,pancake,"This dish is a savoury crepe filled with meat (usually veal or beef). The crepes are filled with a stew, tucking in the ends."
wallenbergare,Wallenbergare,Swedish,meat,"A dish consisting of a breaded ground veal patty, flavored with cream and egg yolk, pan-fried until golden and traditionally served with potatoes, lingonberries, and peas."
zrcher_geschnetzeltes,Zürcher Geschnetzeltes,Swiss,meat,"It is a dish made with thin slices of sautéed veal, white wine, cream, onions, and sometimes mushrooms, often served with rösti."
asam_pedas,Asam pedas,Southeast Asian,stew,This dish is a sour and spicy fish stew dish. It is often cooked with asam (tamarind) fruit juice with chilli and spices.
balbacua,Balbacua,Filipino,stew,"This dish is a beef stew made from beef, collagen-rich beef parts (oxtail, skin, and joints), and various spices cooked for several hours until very tender. "
flaki,Flaki,Polish,soup,"This dish is a soup usually made with thin, cleaned strips of beef tripe."
fzelk,Főzelék,Hungarian,stew,"This dish is a vegetable stew or soup, similar to pottage. It is simply cooked, typically by simmering, not mashing."
gaisburger_marsch,Gaisburger Marsch,German,stew,"This dish is a beef stew where the meat, cooked in a strong beef broth, is cut into cubes and served with cooked potatoes and Spätzle."
galinhada,Galinhada,Brazilian,stew,This dish is a stew of rice with chicken.
guatita,Guatita,Ecuadorian,stew,This dish is a a stew whose main ingredient is pieces of tripe (cow stomach). There are various vegetarian versions of the dish in which wheat gluten is substituted for tripe.
guyanese_pepperpot,Guyanese pepperpot,Guyanese,stew,"This dish is a stew that is usually reserved for special occasions because it needs to cook for several hours, and mostly eaten on Christmas Day or during the Christmas holiday season, and sometimes on Boxing Day."
hamin,Hamin,Spanish,stew,"This dish is a Sabbath stew made from whole grains, cubes of meat, chickpeas or beans, onion and cumin."
hochepot,Hochepot,French,stew,"This dish is a stew made with oxtail, shoulder of mutton, salted bacon, and vegetables. The stewed vegetables are served whole."
kaldereta,Kaldereta,Filipino,stew,"This dish is a stew where the goat meat is stewed with vegetables and liver paste. Vegetables may include tomatoes, potatoes, olives, bell peppers, and hot peppers."
kapuska,Kapuska,Turkish,stew,This dish is a cabbage stew that is known to be a dish for the poor.
khoresh_karafs,Khoresh karafs,Iranian,stew,This dish is a traditional stew with celerty as the main part of the dish.
kig_ha_farz,Kig ha farz,British,stew,This dish is a cooked dish consisting of various meats simmered in a broth with a buckwheat flour based pudding.
kuurdak,Kuurdak,Kazakh,stew,This dish is usually described as stewed brown meat.
lancashire_hotpot,Lancashire hotpot,British,stew,"This dish consists of lamb or mutton and onion, topped with sliced potatoes and slowly baked in a pot at a low heat."
maconochie,Maconochie,Scottish,stew,"The dish is a canned stew of sliced turnips, carrots, potatoes, onions, haricot beans, and beef in a thin broth."
mocot,Mocotó,Brazilian,stew,"The dish is made from cow's feet, stewed with beans and Vegetable."
tuna_pot,Tuna pot,Basque,stew,"The dish is a simple dish with tuna, potatoes, onions, peppers, and tomatoes."
tocan,Tocană,Romanian,stew,"The dish is a stew prepared with tomato, garlic and sweet paprika. Traditionally, it is consumed with a cornmeal mush."
tharid,Tharid,Arab,stew,"The dish is a simple meal of broth and bread, in this instance crumbled flatbread moistened with broth or stew."
tatws_pum_munud,Tatws Pum Munud,British,stew,"The dish is a traditional stew, made with smoked bacon, stock, potatoes and other Vegetable."
skirts_and_kidneys,Skirts and kidneys,Irish,stew,The dish is a stew made from pork and pork kidneys.
saltah,Saltah,Yemeni,stew,"The dish is based off a brown meat stew called maraq, a dollop of fenugreek froth, and sahawiq (a mixture of chillies, tomatoes, garlic, and herbs ground into a salsa)."
rssypottu,Rössypottu,Finnish,stew,"The dish is a stew made using potatoes (pottu, peruna), some pork and the main ingredient, so-called ""rössy"" i.e. blodpalt made of blood, beer, rye flour and some spices."
navarin,Navarin,French,stew,The dish is a ragoût (stew) of lamb or mutton.
pottage,Pottage,European,soup,"The dish is a thick soup or stew made by boiling Vegetable, grains, and, if available, meat or fish."
prklt,Pörkölt,Hungarian,stew,"This dish is a meat stew with boneless meat, paprika, and some vegetables."
pasulj,Pasulj,Balkan,stew,"This dish is a bean stew made of usually white, cranberry or pinto beans, and more rarely kidney beans. It is normally prepared with meat, particularly smoked meat such as smoked bacon, sausage, and ham hock, and is a typical winter dish."
paila_marina,Paila marina,Chilean,soup,This dish is a seafood soup usually served in a earthenware bowl. It usually contains a shellfish stock base cooked with different kinds of shellfish and fish.
paya,Paya,South Asian,soup,"This dish consists of the trotters (hooves) of a cow, goat, buffalo, or sheep, cooked with various spices. It is served at various festivals and gatherings, or made for special guests."
butajiru,Butajiru,Japanese,soup,"This dish is a soup made with pork and vegetables, flavoured with a type of fermented soybeans paste."
porra_antequerana,Porra antequerana,Spanish,soup,This dish is a thick soup consists of tomato and dried bread.
fabes_con_almejas,Fabes con almejas,Spanish,stew,"This dish is a clam and bean stew. It is a lighter variation of other stew whose primary ingredients are sausage, beans and pork."
escudella,Escudella,Catalan,soup,"The dish is a traditional Catalan meat and vegetable stew, often served with a side of pasta, rice, or both"
cocido_montas,Cocido montañés,Spanish,stew,"The dish is a traditional stew from the Cantabria region in northern Spain. It is made with large white beans, chorizo, and pork, and is a hearty and filling meal."
caparrones,Caparrones,Spanish,stew,"The dish is a Spanish stew made of caparrón, a variety of red kidney bean, and a spicy sausage chorizo, both of which are local specialties of the Spanish La Rioja region"
cocido_madrileo,Cocido madrileño,Spanish,stew,The dish is a traditional chickpea-based stew associated to the Madrid region.[1] It is most popular during the winter
caldo_galego,Caldo galego,Spanish,soup,"The dish is a regional derivative (with added beans and turnip greens) of the very similar caldo verde, the traditional soup dish of neighbouring Portugal."
kenchinjiru,Kenchin-jiru,Japanese,soup,The dish is a popular Japanese vegetable soup prepared using root Vegetable and tofu prepared in various manners using myriad ingredients.
hong_dou_tang,Hong dou tang,Chinese,soup,"The dish is a sweet Chinese dessert made from azuki beans served in Mainland China, Taiwan, Hong Kong, Macau, and places with Chinese diaspora. "
zni,Zōni,Japanese,soup,The dish is a Japanese soup containing mochi rice cakes associated with the Japanese New Year and its tradition of osechi ceremonial foods.
cup_noodles,Cup Noodles,Japanese,noodle,"The dish is a cup instant ramen developed in 1971 and manufactured by Japanese food company Nissin Foods packaged in foam, plastic, or paper cups and are prepared by adding boiling water."
chankonabe,Chankonabe,Japanese,stew,The dish  is a Japanese stew (a type of nabemono or one-pot dish) commonly eaten in vast quantity by sumo wrestlers as part of a weight-gain diet.
doj_nabe,Dojō nabe,Japanese,hot pot,The dish is a Japanese nabemono dish cooked in a hot pot with pond loaches as it main ingridients
fugu_chiri,Fugu chiri,Japanese,soup,The dish is a pufferfish soup
hariharinabe,Harihari-nabe,Japanese,soup,The dish is a type of nabemono made with minke whale meat and mizuna.
hayashi_rice,Hayashi rice,Japanese,curry,"The dish is a popular dish in Japan as a Western-style dish, or yōshoku, that usually contains beef, onions, and button mushrooms in a thick demi-glace sauce, which often contains red wine and tomato sauce."
kiritanpo,Kiritanpo,Japanese,soup,"The dish is a Japanese freshly cooked rice pounded until somewhat mashed, then formed into cylinders around Japanese cedar skewers, and toasted over an open hearth."
motsunabe,Motsunabe,Japanese,soup,"The dish is a type of nabemono in Japanese cuisine, which is made from beef or pork tripe or other offal"
shabushabu,Shabu-shabu,Japanese,hot pot,The dish is a Japanese nabemono hotpot dish of thinly sliced meat and Vegetable boiled in water and served with dipping sauces.
kagoshima_ramen,Kagoshima ramen,Japanese,noodle,"The dish is a ramen dish which is offered in Kagoshima Prefecture, in southern Japan."
hiyashi_chka,Hiyashi chūka,Japanese,noodle,The dish is a Chinese-style Japanese dish consisting of chilled Chinese noodles with various toppings served in the summer.
chinsuk,Chinsukō,Japanese,biscuit,"The dish is a traditional sweet often sold as a souvenir. It is a small biscuit made of mostly lard and flour, with a mild and sweet flavor similar to shortbread."
coffee_jelly,Coffee jelly,Japanese,dessert,The dish is a jelly dessert flavored with coffee and sugar.
hakuto_jelly,Hakuto jelly,Japanese,dessert,"The dish is made using the juice of ripe peaches and mineral-rich spring water. The texture is very smooth and soft, similar to the texture of the fruit itself."
sata_andagi,Sata andagi,Chinese,doughnut,The dish is a sweet deep fried bun of dough similar to a doughnut. It is typically prepared so that the outside is crispy and browned while the inside is light and cake-like.
tokyo_banana,Tokyo Banana,Japanese,dessert,The dish is banana-shaped sponge cake with cream filling.
kakigri,Kakigōri,Japanese,dessert,"The dish is a shaved ice dessert flavored with syrup and a sweetener, often condensed milk."
muroran_curry_ramen,Muroran curry ramen,Japanese,noodle,The dish is a curry-flavored ramen noodle dish.
amanatt,Amanattō,Japanese,confectionery,"The dish is a traditional confectionery made of azuki or other beans, covered with refined sugar after simmering with sugar syrup and drying."
raindrop_cake,Raindrop cake,Japanese,confectionery,The dish is a confection made of water and agar that resembles a large raindrop.
sakuramochi,Sakuramochi,Japanese,confectionery,"The dish is a confection consisting of sweet, pink-colored rice cake with red bean paste filling, wrapped in a pickled cherry blossom leaf, which may or may not be eaten depending on individual preference."
tokoroten,Tokoroten,Japanese,confectionery,"The dish is a gelatinous dish in Japanese cuisine, made from agarophyte seaweed."
shiruko,Shiruko,Japanese,dessert,"The dish is a sweet porridge of red beans boiled and crushed, served in a bowl with mochi."
namagashi,Namagashi,Japanese,sweets,"This sweet may contain fruit jellies, other gelatines, or sweetened bean paste. It is detailed, designed with using seasonal and natural motifs such as leaves and flowers to reflect the various objects of nature in four seasons."
wasanbon,Wasanbon,Japanese,sweets,This fine-grained sugar is often used for sweets and made from thin sugarcane plants (Saccharum sinense).
imagawayaki,Imagawayaki,Japanese,snack,This dessert is often found at festivals. The dessert is made of batter in a special pan and filled with sweet red bean paste.
amezaiku,Amezaiku,Japanese,candy,"This candy craft artistry is sculpted of multi-coloured sweetener that is clear, thick, and sticky made by converting starch to sugars."
anmitsu,Anmitsu,Japanese,dessert,"This dessert is made of small cubes of agar jelly, a white translucent jelly made from red algae. It is served in a bowl with sweet red bean paste, boiled peas, and a variety of fruits such as peach slices, oranges, pieces of pineapples, and/or cherries"
arare,Arare,Japanese,snack,This snack is a type of bite-sized cracker made from glutinous rice and flavored with soy sauce.
botamochi,Botamochi,Japanese,dessert,"This confection is made with glutinous rice and white rice with ratio of 7:3, or only glutinous rice, plus sweet red bean paste."
beika,Beika,Japanese,snack,The name refers to a dry confectionery that is made out of rice.
chitose_ame,Chitose ame,Japanese,candy,"This candy is given to children on the festival that celebrates the passage of their children into middle childhood. This candy is long, thin, red and white candy, and is wrapped in a thin, clear, and edible rice paper film that resembles plastic. This candy is usually given with a bag decorated with a crane and a turtle."
daifuku,Daifuku,Japanese,snack,"This confection is a small round rice cake stuffed with a sweet filling, most commonly a sweetened red bean paste. It is often served along with a green tea."
ykan,Yōkan,Japanese,dessert,"The dish is made of red bean paste, agar, and sugar. It is usually sold in a block form, and eaten in slices. "
monaka,Monaka,Japanese,sweets,"The dish consists of red bean paste sandwiched between two thin, crisp wafers made from rice cake. The wafers can be square, triangle, or complicated shapes such as cultural landmarks or symbols. The dish is a type of dessert served with tea. "
hanabiramochi,Hanabiramochi,Japanese,sweets,"This dessert is usually eaten at the beginning of the year. The exact shape of the dish is strictly defined by tradition. The white rice cake covering is flat and round, folded over to form a semicircular shape, and must have a pink colour showing through in the centre of the confection, fading to a white at the edge. "
higashi,Higashi,Japanese,sweets,"The dish recipe is one or more kinds of sugar, with a particular sort of flour and some other additives, while there is some variants made solely of sugar, with no flour content. "
hishi_mochi,Hishi mochi,Japanese,sweets,"The sweet is diamond-shaped and typically formed from three layers of red (pink), white, and green rice cake, from top to bottom. Depending on the region, red may be substituted for yellow, or the sweet may have five or seven layers instead. It is usually presented with traditional dolls. "
karint,Karintō,Japanese,snack,"This is a sweet, deep-fried snack. It is made primarily of flour, yeast, and brown sugar. It has a deep brown and pitted appearance and takes the form of a bite-sized pillow or short cylinder."
konpeit,Konpeitō,Japanese,sweets,"It takes the form of a small sphere with a bumpy surface, and comes in a variety of colors and flavors."
kusa_mochi,Kusa mochi,Japanese,dessert,"It is made from rice cake and leaves of mugwort. The leaves are kneaded into the mochi, giving it a vivid green colour. The greenness depends on the amount of mugwort blended in the mochi. "
kuzumochi,Kuzumochi,Japanese,cake,"A dessert that can be either mochi cake made from kudzu powder, starch derived from the root of the kudzu plant, or rice cakes made from Lactobacillales-fermented wheat starch. The usual preparation consists in combining kudzu powder with water and sugar, and cooking it over a gentle heat, stirring continuously until the mixture thickens and becomes transparent. This process also imparts an elastic texture to the kudzu. The transparent appearance of the final product contributes to a cool sensation, making it a popular choice for consumption during warmer months."
momiji_manj,Momiji manjū,Japanese,dessert,"A buckwheat and rice cake shaped like a maple leaf, and it is typically filled with red bean paste."
kamameshi,Kamameshi,Japanese,rice,"A rice dish traditionally cooked in an iron pot. Many varieties exist, but most consist of rice seasoned with soy sauce or mirin, and cooked with meats and vegetables."
katemeshi,Katemeshi,Japanese,rice,"Typical ingredients in the preparation of this dish included rice, barley, millet, chopped daikon radish root and leaves, and other greens. The use of daikon in the dish was very common. Other ingredients used in the dish, when available, included wheat, carrots, turnips, burdock, taro, pumpkin, soybeans, mushrooms, kidney beans, and adzuki beans, among others."
red_bean_rice,Red bean rice,Japanese,rice,Rice dish consisting of rice cooked with red beans.
tenmusu,Tenmusu,Japanese,rice,Rice ball wrapped with nori that is filled with deep-fried tempura shrimp.
nanakusanosekku,Nanakusa-no-sekku,Japanese,rice,"Seven-herb rice porridge consisting of Japanese parsley, sheperd's purse, cudweed, chickweed, nipplewort, turnip, and radish."
tekkadon,Tekkadon,Japanese,rice,"Rice dish topped with thin-sliced raw tuna. The spicy version is made with what can be a mix of spicy ingredients, a spicy orange sauce, or both, usually incorporating spring onions."
tendon,Tendon,Japanese,rice,Fried shrimp on a bowl of rice.
unadon,Unadon,Japanese,rice,"Typically served in a large bowl filled with steamed white rice, and topped with fillets of eel grilled. The fillets are glazed with a sweetened soy-based sauce, called tare and caramelized, preferably over charcoal fire. The fillets are not flayed, and the grayish skin side is placed faced down."
wappameshi,Wappameshi,Japanese,rice,"Rice dish in special round containers seasoned with lightly-salted dashi broth, topped with steamed seasonal seafood. "
chirashizushi,Chirashizushi,Japanese,rice,"The dish serves the rice in a bowl and tops it with a variety of raw fish and vegetable garnishes. The dish""s name has the meaning of ""scattered sushi""."
oshizushi,Oshizushi,Japanese,rice,"The chef lines the bottom a block-shaped mold with the toppings(cooked fish or cured fish), covers them with sushi rice, and then presses the mold's lid to create a compact block. The block is removed from the mold and then cut into bite-sized pieces"
katsusando,Katsu-sando,Japanese,sandwich,This dish is a sandwich which made of deep-fried pork cutlet between slices of bread.
yakisobapan,Yakisoba-pan,Japanese,sandwich,This dish consists of fried wheat noodles that is sandwiched between a white bread roll bun.
kaki_furai,Kaki furai,Japanese,seafood,The dish consisting of panko-breaded deep-fried oysters
kakiage,Kakiage,Japanese,seafood,"The dish is made by batter-dipping and deep-frying a batch of ingredients such as shrimp bits  It may use other seafood such as small scallops, shredded vegetables or a combination of such ingredients."
dovga,Dovga,Azerbaijani,soup,"soup made from plain yoghurt and herbs. The soup ingredients can vary seasonally and regionally, the soup usually includes coriander, dill, mint, and spinach."
joshpara,Joshpara,Azerbaijani,dumpling,made of unleavened wheat dough squares filled with ground meat and condiments.
piti,Piti,Armenian,meat,"It is made with mutton and vegetables (tomatoes, potatoes, chickpeas), infused with saffron water to add flavour and colour, all covered by a lump of fat, and cooked in a sealed crock"
khash,Khash,Armenian,soup,"This dish consists of boiled cow or sheep parts, which might include the head, feet, and stomach (tripe)."
water_chestnut_cake,Water chestnut cake,Chinese,dim sum,This dish is a sweet dim sum made of water chestnut.
chicken_feet,Chicken feet,Chinese,meat,This dish is a part of chicken which cooked and eaten in many countries. This dish has a distinct gelatinous texture different from the rest of the chicken meat.
tong_sui,Tong sui,Chinese,soup,The dish is a collective term for any sweet soup served as a dessert typically at the end of a meal.
belgian_bun,Belgian bun,British,bread,"The dish is a sweet bun containing sultanas and usually topped with fondant icing and half a glace cherry. Some recipes also include lemon curd. The bun is round or square shaped, with rounded off edges"
buuelo,Buñuelo,Spanish,fritter,"The dish is a fried dough fritter. They typically consist of a simple, wheat-based yeast dough, often flavored with anise, that is thinly rolled, cut or shaped into individual pieces, then fried and finished off with a sweet topping. It may be filled with a variety of things, sweet or savory. They can be round in ball shapes or disc-shaped."
finger_bun,Finger bun,Australian,bread,The dish is a fruit bun. At one time it was a bakery and school staple but its popularity has waned.
fruit_bun,Fruit bun,British,bread,"The dish is a type of sweet roll made with fruit, fruit peel, spices and sometimes nuts. They are made with fruit and fruit peel , which are sprinkled and cooked with sugar nibs."
tuna_bun,Tuna bun,Hong Kong,bread,The dish is a bun that contains tuna paste.
ham_and_egg_bun,Ham and egg bun,Hong Kong,sandwich,The dish is a bun or bread that contains a sheet of egg and ham.
pork_chop_bun,Pork chop bun,Macanese,bread,The dish consists of a bun which is extremely crisp outside and very soft inside. A fried pork chop is filled into the bun horizontally.
manchet,Manchet,British,bread,"The dish is a wheaten, yeast-leavened bread of very good quality, or a small flat circular loaf. It was a bread that was small enough to be held in the hand."
pineapple_bun,Pineapple bun,Hong Kong,bread,"The dish is a kind of sweet bun. Despite the name, it does not traditionally contain pineapple; rather, the name refers to the look of the characteristic topping (which resembles the texture of a pineapple)."
christmas_ham,Christmas ham,Northern European,meat,The dish is a ham often served for special occassion dinner.
ham_and_eggs,Ham and eggs,American,egg,The dish is a dish combining various preparations of ham and egg.
jambonbeurre,Jambon-beurre,French,bread,"The dish is a ham sandwich made of a fresh baguette sliced open, spread with butter (salted or unsalted) and filled with slices of ham."
bunny_chow,Bunny chow,South African,bread,The dish consisting of a hollowed-out loaf of white bread filled with curry and a serving of salad on the side.
schnitz_un_knepp,Schnitz un knepp,American,meat,The dish consists of ham or pork shoulder with dried apples and dumplings.
toast_hawaii,Toast Hawaii,German,bread,"The dish is an open sandwich consisting of a slice of toast with ham and cheese, and a maraschino cherry in the middle of a pineapple slice, baked so that the cheese starts to melt."
crispy_pata,Crispy pata,Filipino,meat,The dish consists of deep fried pig trotters or knuckles served with a soy-vinegar dip.
akashiyaki,Akashiyaki,Japanese,dumpling,The dish is a small round dumpling. The dumpling is made of an egg-rich batter and octopus dipped into a thin fish broth before eating.
aletria,Aletria,Portuguese,dessert,The dish is a custardy dessert based on thin like pasta.
balut,Balut,Filipino,egg,The dish is a fertilized developing egg embryo that is boiled or steamed and eaten from the shell.
coddled_egg,Coddled egg,Global,egg,"The dish refers to eggs that have been cracked into a ramekin or another small container, placed in a water bath or bain-marie and gently or lightly cooked just below boiling temperature. They can be partially cooked, mostly cooked, or hardly cooked at all"
telur_gulung,Telur gulung,Indonesian,egg,The dish is a food in which an egg is fried and then rolled using a skewer which is usually made of bamboo.
iron_egg,Iron egg,Taiwanese,egg,"The dish consists of small eggs that have been repeatedly stewed in a mix of spices and air-dried. The resulting eggs are dark brown on the outside, chewy in texture, and very flavourful compared to standard boiled eggs."
eggs_and_brains,Eggs and brains,Portuguese,egg,The dish consists of pork brains (or those of another mammal) and scrambled eggs.
haminados,Haminados,Spanish,egg,"The dish consists of eggs that are cooked for a long time, resulting in red-brown whites and darkened yolks."
hangtown_fry,Hangtown fry,American,egg,"The most common version of the dish includes bacon and oysters combined with eggs, and fried together."
masala_omelette,Masala omelette,Indian,egg,"The dish is a variant of the omelette. Its main ingredients are eggs, herbs, tomatoes and spices that vary by region."
