dish_id,name,primary_cuisine,primary_coarse,countries,region,description,ingredients_matched,n_ingredients,has_cdb_match,source
bean_pie,Bean pie,American,dessert,"[""United States""]",Northern America,"The dish is a sweet custard pie whose filling consists of mashed beans, usually navy bean, sugar, eggs, milk, butter and spices. Common spices and flavorings include vanilla, cinnamon and nutmeg. Variations can include cloves, ginger, pumpkin pie spice and lemon extract. ","['butter', 'egg', 'ginger', 'lemon', 'milk', 'sugar', 'vanilla', 'wheat_flour']",8,True,worldcuisines
zelnik,Zelnik,Bulgarian,pastry,"[""Bulgaria"", ""North Macedonia""]",Southern Europe,"A pastry composed of layers of thinly-rolled leavened wheat flour dough, or possibly phyllo pastry, filled with various combinations of sirene (a white cheese), feta cheese, eggs, sorrel, browned meat, leeks, spring onions and/or rice.","['cheese', 'egg', 'rice', 'wheat_flour']",4,False,worldcuisines
yau_gok,Yau gok,Chinese,pastry,"[""China"", ""Hong Kong"", ""Malaysia""]",South Eastern Asia,A dumpling which its wrap is first made of glutinous rice dough. A crescent shape is formed to hold the fried ingredients used as filling. A batch of the pastries are either baked or deep fried in a wok.,"['rice', 'wheat_flour']",2,False,worldcuisines
killie_pie,Killie pie,Scottish,pastry,"[""Scotland""]",Northern Europe,A steak and gravy pie.,[],0,False,worldcuisines
pastilla,Pastilla,Moroccan,pastry,"[""Morocco"", ""Algeria"", ""Tunisia""]",Northern Africa,A meat or seafood pie made with warqa dough.,"['almond', 'chicken', 'coriander', 'cumin', 'egg', 'ginger', 'onion', 'pepper', 'salt', 'sugar', 'wheat_flour']",11,True,worldcuisines
blackberry_pie,Blackberry pie,American,pastry,"[""United States"", ""United Kingdom""]",Northern Europe,"A pie composed of blackberry filling, usually in the form of either blackberry jam, actual blackberries themselves, or some combination thereof.","['butter', 'sugar']",2,True,worldcuisines
black_bottom_pie,Black bottom pie,American,pastry,"[""United States""]",Northern America,"A type of pie that features a layer of chocolate pastry cream or pudding, the ""black bottom"", topped with whipped cream or meringue. The single crust is pre-baked and of variable composition, but a graham cracker crust is common.","['butter', 'chocolate', 'coffee', 'corn', 'cream', 'egg', 'milk', 'salt', 'sugar', 'walnut']",10,True,worldcuisines
black_bun,Black bun,Scottish,pastry,"[""Scotland""]",Northern Europe,"A type of fruit cake completely covered with pastry. The cake mixture typically contains raisins, currants, almonds, citrus peel, allspice, ginger, cinnamon and black pepper. ","['almond', 'black_pepper', 'butter', 'cream', 'egg', 'ginger', 'milk', 'pepper', 'sugar', 'wheat_flour']",10,True,worldcuisines
blueberry_pie,Blueberry pie,American,pastry,"[""United States"", ""Canada""]",Northern America,"A pie with a blueberry filling and is readily made because it does not require pitting or peeling of fruit. It usually has a top and bottom crust. The top crust can be circular, but the pie can also have a crumble crust or no top crust.","['butter', 'egg', 'milk', 'sugar', 'wheat_flour']",5,True,worldcuisines
buko_pie,Buko pie,Filipino,pastry,"[""Philippines""]",South Eastern Asia,"A pie made with young coconuts, and uses sweetened condensed milk, which makes it denser than cream-based custard pies.","['cream', 'milk']",2,False,worldcuisines
bumbleberry_pie,Bumbleberry pie,Canadian,pastry,"[""Canada""]",Northern America,"A mixed berry pie. It is made of at least three kinds of berries. This pie often also contains apple and/or rhubarb. Berries commonly used in this pie may include blueberries, raspberries, strawberries, and blackberries.","['apple', 'egg', 'lemon', 'salt', 'sugar', 'vinegar', 'wheat_flour']",7,True,worldcuisines
bndner_nusstorte,Bündner Nusstorte,Swiss,pastry,"[""Switzerland""]",Western Europe,"A traditional sweet, caramelised nut-filled pastry (generally walnut).",['walnut'],1,False,worldcuisines
butter_pie,Butter pie,English,pastry,"[""England""]",Northern Europe,A savoury pie consisting mainly of onions and potatoes. It is also sometimes served on a savoury barm cake.,"['egg', 'peanut', 'salt', 'sugar']",4,True,worldcuisines
butter_tart,Butter tart,Canadian,pastry,"[""Canada""]",Northern America,"A type of small pastry tart consists of a filling of butter, sugar, syrup, and egg, baked in a pastry shell until the filling is semi-solid with a crunchy top.","['butter', 'egg', 'salt', 'sugar', 'vanilla']",5,True,worldcuisines
buttermilk_pie,Buttermilk pie,American,pastry,"[""United States""]",Northern America,"The basic filling consists of a mixture of sugar, butter, eggs, buttermilk, and wheat flour. Variations on the recipe include vanilla, lemon zest, nutmeg, and coconut.","['butter', 'coconut', 'egg', 'lemon', 'sugar', 'vanilla', 'wheat_flour']",7,True,worldcuisines
caramel_tart,Caramel tart,Australian,pastry,"[""Australia""]",Australia and New Zealand,"A sweet tart, filled with a soft piped caramel filling.","['butter', 'egg', 'sugar']",3,True,worldcuisines
cashew_pie,Cashew pie,American,pastry,"[""United States""]",Northern America,"A pie prepared with cashews as a primary ingredient. Whole or chopped cashews may be used, or both. It may be prepared with a sweet filling base prepared with corn syrup, sugar and eggs.","['corn', 'egg', 'sugar']",3,False,worldcuisines
chess_pie,Chess pie,English,pastry,"[""England""]",Northern Europe,"A dessert with a filling composed mainly of flour, butter, sugar, eggs, and sometimes milk.","['butter', 'egg', 'milk', 'sugar', 'vanilla', 'vinegar', 'wheat_flour']",7,True,worldcuisines
cherry_pie,Cherry pie,American,pastry,"[""United States"", ""Canada""]",Northern America,"A pie baked with a cherry filling. Traditionally, it is made with sour cherries rather than sweet cherries. Morello cherries are one of the most common kinds of cherry used, but other varieties such as the black cherry may also be used.","['butter', 'coffee', 'corn', 'milk', 'salt', 'sugar', 'vanilla', 'wheat_flour']",8,True,worldcuisines
chicken_and_mushroom_pie,Chicken and mushroom pie,English,pastry,"[""England"", ""South Africa""]",Northern Europe,"The outside is usually a full top and bottom crust, with the filling made up of small pieces of chicken and sliced mushrooms in a creamy sauce. The top crust is typically puff pastry. Variations on the theme can use nutmeg or spring onion as part of the creamy filling. ","['chicken', 'onion']",2,False,worldcuisines
chicken_pastel,Chicken pastel,Filipino,pastry,"[""Philippines""]",South Eastern Asia,"A traditional stew or pie made with chicken, sausages, mushrooms, peas, carrots, potatoes, soy sauce, and various spices in a creamy sauce.","['chicken', 'soy_sauce']",2,False,worldcuisines
chiffon_pie,Chiffon pie,American,pastry,"[""United States""]",Northern America,"A type of pie that consists of a special type of airy filling in a crust. The filling is typically produced by folding meringue into a mixture resembling fruit curd (most commonly lemon) that has been thickened with unflavored gelatin to provide a light, airy texture. This filling is then put into a pre-baked pie shell of variable composition and chilled.","['egg', 'ginger', 'lemon', 'milk', 'salt', 'sugar']",6,True,worldcuisines
pt_chinois,Pâté chinois,Canadian,pastry,"[""Canada""]",Northern America,"The dish is made with layered ground beef (sometimes mixed with sautéed diced onions) on the bottom, canned corn (either whole-kernel, creamed, or a mixture) for the middle layer, and mashed potatoes on top. Seasonings may be added to the top. Variations may include reversing the layering of ingredients with potatoes at the bottom, then meat, topped with creamed corn; adding diced bell peppers to the ground beef; and serving the dish with pickled eggs or beets. Once served, ketchup can be added.","['beef', 'corn', 'egg', 'ground_beef', 'pepper']",5,False,worldcuisines
cobbler,Cobbler,English,pastry,"[""England"", ""United States""]",Northern Europe,"A dessert consisting of a fruit filling poured into a large baking dish and covered with a batter, biscuit, or dumpling before being baked.","['butter', 'cheese', 'garlic', 'lamb', 'milk', 'onion', 'salt', 'wheat_flour']",8,True,worldcuisines
cream_pie,Cream pie,American,pastry,"[""United States""]",Northern America,"A type of pie filled with a rich custard or pudding that is made from milk, cream, sugar, wheat flour, and eggs and typically topped with whipped cream.","['butter', 'cream', 'egg', 'milk', 'pineapple', 'salt', 'sugar', 'wheat_flour']",8,True,worldcuisines
cookie_cake,Cookie cake,American,pastry,"[""United States""]",Northern America,"A dessert that consists of a large cookie, which is baked similarly to a batch of regular-sized cookies and usually decorated with frosting. THey are made with cookie dough.","['cheese', 'lime', 'milk', 'wheat_flour']",4,True,worldcuisines
corned_beef_pie,Corned beef pie,English,pastry,"[""England""]",Northern Europe,"Made from corned beef, onion and often thinly sliced, cubed or mashed potato. It can be eaten hot or cold, making it a suitable common picnic food and also a ""winter warmer"". ","['beef', 'onion', 'potato']",3,False,worldcuisines
coulibiac,Coulibiac,Russian,pastry,"[""Russia""]",Eastern Europe,"A pie usually filled with salmon or sturgeon, rice or buckwheat, hard-boiled eggs, mushrooms, onions, and dill. The pie is baked in a pastry shell, usually of brioche or puff pastry.","['egg', 'rice', 'salmon', 'vegetable_oil']",4,False,worldcuisines
curry_pie,Curry pie,English,pastry,"[""England""]",Northern Europe,"It is made from curry gravy, usually containing an assortment of fillings and enclosed in a pastry shell.","['butter', 'celery', 'chili', 'cumin', 'curry_paste', 'eggplant', 'garlic', 'ginger', 'lamb', 'milk', 'onion', 'pepper', 'salt', 'turmeric', 'wheat_flour']",15,True,worldcuisines
custard_tart,Custard tart,English,pastry,"[""England"", ""France""]",Western Europe,A baked pastry consisting of an outer pastry crust filled with egg custard.,"['corn', 'egg', 'milk', 'sugar', 'vanilla']",5,True,worldcuisines
derby_pie,Derby pie,American,pastry,"[""United States""]",Northern America,A chocolate and walnut open-faced custard pie baked in a (pre-baked) pie shell.,"['butter', 'chocolate', 'egg', 'sugar', 'vanilla', 'walnut']",6,True,worldcuisines
egg_pie,Egg pie,Filipino,pastry,"[""Philippines""]",South Eastern Asia,"A sweet Filipino pie dessert with an egg custard filling and a characteristic toasty brown top made from egg whites. It is made with flour, sugar, milk, butter, and eggs. Calamansi juice or zest may also be added.","['butter', 'cheese', 'egg', 'milk', 'onion', 'pepper', 'salt', 'sausage', 'sugar', 'wheat_flour']",10,True,worldcuisines
egg_tart,Egg tart,Chinese,pastry,"[""China""]",Eastern Asia,The dish consists of an outer pastry crust filled with egg custard.,"['butter', 'egg', 'milk', 'sugar', 'vanilla', 'wheat_flour']",6,True,worldcuisines
fish_pie,Fish pie,English,pastry,"[""England""]",Northern Europe,"The pie is usually made with fresh and smoked fish (for example, cod, haddock, salmon or halibut) or seafood in a white sauce or cheddar cheese sauce made using the milk the fish was poached in.","['butter', 'cheese', 'cod', 'fish', 'milk', 'onion', 'pepper', 'potato', 'salmon', 'salt', 'wheat_flour']",11,True,worldcuisines
flan,Flan,European,pastry,"[""Global""]",Global,"An egg-based dish with an open, rimmed pastry or sponge base containing a sweet or savoury filling.","['egg', 'milk', 'sugar', 'vanilla']",4,True,worldcuisines
flapper_pie,Flapper pie,Canadian,pastry,"[""Canada""]",Northern America,A vanilla custard pie topped with meringue (or sometimes whipped cream) within a graham cracker crust.,"['butter', 'corn', 'cream', 'egg', 'milk', 'sugar', 'vanilla']",7,True,worldcuisines
fleischkuekle,Fleischkuekle,Ukrainian,pastry,"[""Ukraine""]",Eastern Europe,A deep fried turnover which has typically ground or minced meat and onions as a filling.,[],0,False,worldcuisines
fried_pie,Fried pie,American,pastry,"[""United States""]",Northern America,"Dessert pies that are similar to turnovers, except that they are smaller and fried. The fruit filling is wrapped in the dough, similar to the dough of a pie crust.","['milk', 'salt', 'sugar', 'vegetable_oil', 'wheat_flour']",5,True,worldcuisines
grape_hull_pie,Grape hull pie,American,pastry,"[""United States""]",Northern America,"The pie is prepared by simmering the skins of muscadine grapes together with sugar, grape pulp and lemon juice. Seeds are removed from the mixture by straining or picking them out. The filling is then poured into a double pie crust and baked.","['lemon', 'sugar']",2,False,worldcuisines
homity_pie,Homity pie,English,pastry,"[""England""]",Northern Europe,"Open vegetable pie which case contains a filling of potatoes and an onion and leek mixture, which is then covered with cheese.","['cheese', 'onion']",2,False,worldcuisines
hornazo,Hornazo,Spanish,pastry,"[""Spain""]",Southern Europe,"It is made with flour and yeast and stuffed with pork loin, spicy chorizo, and hard-boiled eggs.","['egg', 'pork', 'vegetable_oil', 'wheat_flour']",4,False,worldcuisines
jamaican_patty,Jamaican patty,Jamaican,pastry,"[""Jamaica""]",Caribbean,"A semicircular pastry that contains various fillings and spices baked inside a flaky shell, often tinted golden yellow with an egg yolk mixture or turmeric.","['egg', 'turmeric']",2,False,worldcuisines
kalakukko,Kalakukko,Finnish,pastry,"[""Finland""]",Northern Europe,"This dish is prepared with rye flour, although wheat is often added to make the dough more pliable. The filling consists of fish, pork and bacon, and is seasoned with salt (unless the pork is already salted). After being baked for several hours, traditionally in a masonry oven, it looks much like a large loaf of rye bread. If prepared correctly, bones of the fish soften and the meat and fish juices cook thoroughly inside the bread. This results in a moist filling.","['bacon', 'bread', 'fish', 'pork', 'salt', 'wheat_flour']",6,False,worldcuisines
karelian_pasty,Karelian pasty,Finnish,pastry,"[""Finland""]",Northern Europe,"The most popular version has a thin rye crust with a filling of rice. Mashed potato and rice-and-carrot fillings are also commonly available. Butter, often mixed with chopped-up boiled egg (egg butter or munavoi), is spread over the hot pasties before eating.","['butter', 'carrot', 'egg', 'potato', 'rice', 'vegetable_oil']",6,False,worldcuisines
key_lime_pie,Key lime pie,American,pastry,"[""United States""]",Northern America,"This dish is made of Key lime juice, egg yolks, and sweetened condensed milk. It may be served with no topping, with a meringue topping made from egg whites, or with whipped cream.","['butter', 'cream', 'egg', 'lime', 'milk', 'sugar']",6,True,worldcuisines
khachapuri,Khachapuri,Georgian,pastry,"[""Georgia""]",Western Asia,"Bread which is leavened and allowed to rise, molded into various shapes, and then filled in the center with a mixture of cheese, eggs, and other ingredients.","['bread', 'cheese', 'egg', 'milk', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
kuchen,Kuchen,German,pastry,"[""Germany""]",Western Europe,"Cake with eggs, flour and sugar as common ingredients while also, but not always, including some fat. ","['almond', 'butter', 'chocolate', 'corn', 'egg', 'salt', 'sugar', 'vanilla', 'vegetable_oil', 'wheat_flour']",10,True,worldcuisines
kurnik,Kurnik,Russian,pastry,"[""Russia""]",Eastern Europe,"A dome-shaped savoury usually filled with chicken or turkey, eggs, onions, kasha or rice, and other optional components. Sometimes filled with boiled rooster combs.","['chicken', 'egg', 'rice', 'turkey', 'vegetable_oil']",5,False,worldcuisines
lemon_meringue_pie,Lemon meringue pie,French,pastry,"[""France""]",Western Europe,A dessert pie consisting of a shortened pastry base filled with lemon curd and topped with meringue.,"['butter', 'corn', 'cream', 'egg', 'lemon', 'salt', 'sugar', 'vinegar', 'wheat_flour']",9,True,worldcuisines
manchester_tart,Manchester tart,English,pastry,"[""England""]",Northern Europe,"A shortcrust pastry shell spread with raspberry jam, covered with a custard filling and topped with flakes of coconut and a Maraschino cherry.",['coconut'],1,False,worldcuisines
meat_and_potato_pie,Meat and potato pie,English,pastry,"[""England""]",Northern Europe,"A pastry casing containing: potato, either lamb or beef, and sometimes carrot and/or onion.","['beef', 'carrot', 'lamb', 'onion', 'potato']",5,False,worldcuisines
meat_pie,Meat pie,Global,pastry,"[""Global""]",Global,"A pie with a filling of meat and often with other savory ingredients, usually baked, fried, or deep fried to brown them and develop the flavour through the Maillard reaction.","['beef', 'garlic', 'mustard', 'onion', 'pepper', 'pork', 'potato', 'salt']",8,True,worldcuisines
melktert,Melktert,South African,pastry,"[""South Africa""]",Southern Africa,"A sweet pastry crust containing a custard filling made from milk, flour, sugar and eggs.","['butter', 'corn', 'cream', 'egg', 'milk', 'sugar', 'vanilla', 'wheat_flour']",8,True,worldcuisines
melton_mowbray_pork_pie,Melton Mowbray pork pie,English,pastry,"[""England""]",Northern Europe,"The uncured meat of this pie is grey in colour when cooked and the meat is chopped, rather than minced. As the pies are baked free-standing, the sides bow outwards, rather than being vertical as with mould-baked pies.",[],0,False,worldcuisines
millionaire_pie,Millionaire pie,American,pastry,"[""United States""]",Northern America,"It is made of whipped cream or whipped topping, crushed pineapple, and chopped pecans with a graham cracker crust, although the ingredients are modifiable. Some versions include condensed milk, cream cheese, flaked coconut, and/or cherry pie filling or maraschino cherries. However, the whipped topping or whipped cream, pineapple, and crust are essential ingredients, although the type of crust (e.g. graham cracker, shortbread) can vary.","['cheese', 'coconut', 'cream', 'lemon', 'milk', 'pineapple', 'walnut']",7,True,worldcuisines
mince_pie,Mince pie,English,pastry,"[""England"", ""United States"", ""Australia""]",Australia and New Zealand,"A sweet pie filled with mincemeat, being a mixture of fruit, spices and suet.","['beef', 'corn', 'ground_beef', 'onion']",4,True,worldcuisines
mississippi_mud_pie,Mississippi mud pie,American,pastry,"[""United States""]",Northern America,"A chocolate-based dessert pie, typically contains a gooey chocolate sauce, brownie and chocolate custard on top of a crumbly chocolate crust. It is usually served with ice cream, but can also be served alongside whipped cream, boiled custard, or vanilla yogurt.","['butter', 'chocolate', 'coffee', 'cream', 'egg', 'milk', 'salt', 'sugar', 'vanilla', 'vegetable_oil', 'wheat_flour', 'yogurt']",12,True,worldcuisines
moravian_chicken_pie,Moravian chicken pie,American,pastry,"[""United States""]",Northern America,"A savory meat pie which is a double crusted pie made with flaky shortcrust pastry filled with only chunks of poached chicken meat and a thick broth-based sauce. Unlike chicken pot pies, Vegetable are never included in the filling. The pie is served in slices with hot chicken gravy on top, and extra gravy on the side.",['chicken'],1,False,worldcuisines
natchitoches_meat_pie,Natchitoches meat pie,American,pastry,"[""United States""]",Northern America,"Ingredients include ground beef, ground pork, onions, peppers, garlic, oil, and a pie shell. These meat pies are often fried in peanut oil because of that oil's high smoking temperature.","['beef', 'garlic', 'ground_beef', 'onion', 'peanut', 'pork', 'sausage', 'vegetable_oil', 'wheat_flour']",9,True,worldcuisines
neenish_tart,Neenish tart,Australian,pastry,"[""Australia""]",Australia and New Zealand,"A tart made with a pastry base and a filling consisting of sweet gelatine-set cream, mock cream, icing sugar paste, or lemon and sweetened condensed milk mixture, with dried icing on the top of the tart in two colours.","['cream', 'lemon', 'milk', 'sugar']",4,False,worldcuisines
pasc,Pască,Romanian,pastry,"[""Romania"", ""Moldova""]",Eastern Europe,"A tart with a cozonac dough base filled with fresh cheese like urdă or cottage cheese, raisins, eggs and sugar. Other variants include sour cream, chocolate, or berries fillings.","['cheese', 'chocolate', 'cream', 'egg', 'sugar', 'wheat_flour']",6,False,worldcuisines
pastafrola,Pastafrola,Italian,pastry,"[""Italy"", ""Argentina"", ""Paraguay"", ""Uruguay"", ""Egypt"", ""Greece""]",Northern Africa,"A type of sweet tart, covered, jam-filled shortcrust pastry dish principally made from flour, sugar and egg. Common fillings include quince cheese, sweet potato jam, dulce de leche, guava, or strawberry jam.","['cheese', 'egg', 'potato', 'sugar', 'sweet_potato', 'wheat_flour']",6,False,worldcuisines
pasty,Pasty,English,pastry,"[""England"", ""United States"", ""Mexico""]",Central America,"A pastry case traditionally filled with beef skirt, potato, swede and onion.","['beef', 'bread', 'butter', 'chili', 'egg', 'onion', 'pepper', 'potato', 'salt']",9,True,worldcuisines
peanut_pie,Peanut pie,American,pastry,"[""United States""]",Northern America,"The sweet filling is made from corn syrup, sugar and eggs.Molasses, sorghum, pure cane syrup or maple syrup are sometimes used in place of corn syrup. Some recipes include heavy cream or cream cheese in the filling, while others may include chocolate, cayenne pepper, cinnamon, nutmeg or bourbon. The finished pie is served warm and may be topped with whipped cream or a dessert sauce. It can be made as individual mini-pies and frozen.","['carrot', 'celery', 'cheese', 'chicken', 'chocolate', 'corn', 'cream', 'egg', 'garlic', 'mushroom', 'mustard', 'onion', 'peanut', 'pepper', 'salt', 'sugar', 'wheat_flour']",17,True,worldcuisines
pecan_pie,Pecan pie,American,pastry,"[""United States""]",Northern America,"A pie of pecan nuts mixed with a filling of eggs, butter and sugar (typically corn syrup). Variations may include white or brown sugar, cane syrup, sugar syrup, molasses, maple syrup, or honey.","['butter', 'corn', 'egg', 'honey', 'salt', 'sugar', 'vanilla']",7,True,worldcuisines
pie_la_mode,Pie à la Mode,American,pastry,"[""United States""]",Northern America,A pie served with ice cream.,['cream'],1,False,worldcuisines
pirog,Pirog,Eastern European,pastry,"[""Belarus"", ""Russia"", ""Ukraine"", ""Moldova"", ""Romania""]",Eastern Europe,"This dish comes in different shapes and forms: they are often oblong with tapering ends, but can also be circular or rectangular. They can be closed or open-faced with no crust on top. This dish is usually made from yeast-raised dough. There are also variants made from shortcrust, flaky or puff pastry. The filling may be sweet and contain tvorog or cottage cheese, fruits like apples, plums or various berries, as well as honey, nuts or poppy seeds. Savory versions may consist of meat, fish, mushrooms, cabbage, rice, buckwheat groats, or potato.","['butter', 'cabbage', 'cheese', 'egg', 'fish', 'honey', 'milk', 'potato', 'rice', 'salt', 'sugar', 'vanilla', 'wheat_flour']",13,True,worldcuisines
pumpkin_pie,Pumpkin pie,Canadian,pastry,"[""Canada"", ""United States"", ""England""]",Northern Europe,"A dessert pie with a spiced, pumpkin-based custard filling. The pie's filling ranges in color from orange to brown and is baked in a single pie shell, usually without a top crust. The pie is generally flavored with pumpkin spice, a blend that includes cinnamon, ginger, nutmeg, and cloves or allspice. The pie is usually prepared with canned pumpkin, but fresh-cooked pumpkin can be used.","['butter', 'egg', 'ginger', 'lemon', 'sugar', 'vanilla']",6,True,worldcuisines
rappie_pie,Rappie pie,Canadian,pastry,"[""Canada""]",Northern America,"It is a casserole-like dish formed by grating potatoes, then squeezing them through cheesecloth to remove some of the water from the potato solids. The removed liquid is replaced by adding hot broth made from chicken, pork or seafood along with meat and onions, and layering additional grated potatoes over the top. Common meat fillings include beef, chicken, or bar clams.","['beef', 'chicken', 'onion', 'pepper', 'pork', 'potato', 'salt']",7,True,worldcuisines
raspberry_pie,Raspberry pie,Global,pastry,"[""Global""]",Global,"A type of pie with a raspberry filling. The primary ingredients include raspberries, sugar, lemon juice, salt, and butter.","['butter', 'corn', 'egg', 'lemon', 'salt', 'sugar', 'vanilla', 'wheat_flour']",8,True,worldcuisines
rhubarb_pie,Rhubarb pie,English,pastry,"[""England"", ""United States"", ""Canada""]",Northern Europe,A pie with a rhubarb filling.,"['apple', 'sugar']",2,True,worldcuisines
saskatoon_berry_pie,Saskatoon berry pie,Canadian,pastry,"[""Canada""]",Northern America,"A pie with Saskatoon berry filling. It is often served with whipped cream, ice cream, or slices of cheddar cheese.","['cheese', 'corn', 'cream', 'lemon', 'sugar']",5,True,worldcuisines
sausage_roll,Sausage roll,English,pastry,"[""England""]",Northern Europe,The basic composition is sheets of puff pastry formed into tubes around sausage meat and glazed with egg or milk before being baked. They can be served either hot or cold.,"['egg', 'milk', 'mustard', 'pork', 'sausage']",5,True,worldcuisines
scotch_pie,Scotch pie,English,pastry,"[""England""]",Northern Europe,"A small, double-crust meat pie, traditionally filled with minced mutton but now generally beef, sometimes lamb.","['beef', 'butter', 'chocolate', 'cream', 'lamb', 'salt', 'sugar', 'vanilla']",8,True,worldcuisines
sfiha,Sfiha,Syrian,bread,"[""Syria"", ""Lebanon"", ""Israel"", ""Iraq"", ""Egypt"", ""Jordan"", ""Brazil""]",Western Asia,"A dish consisting of flatbread cooked with a minced meat topping, often lamb flavored with parsley, onion, tomato, pine nuts, and spices.","['lamb', 'onion', 'pita', 'tomato']",4,False,worldcuisines
shaker_lemon_pie,Shaker lemon pie,American,pastry,"[""United States""]",Northern America,"The original pie filling recipe calls for ordinary lemons, white sugar, and eggs. The entire lemon including peel is sliced paper thin, gently mixed with sugar, and left to macerate for at least four hours and up to a full day. During this time the mixture should be stirred every few hours, and any seeds picked out. The sugar will dissolve and the peel will soften. The beaten eggs are then mixed in, the filling added to the crust, either a lattice or full top crust added, and the pie baked. The resulting filling is a cross between marmalade and lemon curd.","['egg', 'lemon', 'sugar']",3,True,worldcuisines
shepherds_pie,Shepherd's pie,English,pastry,"[""England"", ""France""]",Western Europe,A savoury dish of cooked minced meat topped with mashed potato and baked. The meat used may be either previously cooked or freshly minced. The usual meats are beef or lamb.,"['beef', 'butter', 'carrot', 'cheese', 'corn', 'garlic', 'lamb', 'milk', 'onion', 'potato', 'salt', 'tomato', 'wheat_flour']",13,True,worldcuisines
shoofly_pie,Shoofly pie,American,pastry,"[""United States""]",Northern America,"This dish can be described as a crumb cake baked in a pie crust. The primary ingredients of the filling are molasses, brown sugar, and water. It comes in two different versions: wet-bottom and dry-bottom. The dry-bottom version is baked until fully set and results in a more cake-like consistency throughout. The wet-bottom version is set like cake at the top where it was mixed in with the crumbs, but the very bottom is a stickier, gooier custard-like consistency.","['butter', 'egg', 'sugar', 'wheat_flour']",4,True,worldcuisines
soparnik,Soparnik,Croatian,pastry,"[""Croatia""]",Southern Europe,"It is a savoury pie made from common ingredients from the region: Chard with onions and parsley between two layers of simplest dough. Among the numerous local variations there are also sweet ones, for example with nuts, dried fruits or caramel.",['wheat_flour'],1,False,worldcuisines
southern_tomato_pie,Southern tomato pie,American,pastry,"[""United States""]",Northern America,"A tomato dish consists of a pie shell with a filling of tomatoes (sometimes with basil or other herbs), covered with a topping of grated cheese mixed with either mayonnaise or a white sauce.","['basil', 'cheese', 'tomato']",3,False,worldcuisines
speraui,Speķrauši,Latvian,pastry,"[""Latvia""]",Northern Europe,Oblong or crescent-shaped baked bread rolls or pastries filled with finely chopped fatty bacon cubes and onions.,"['bacon', 'bread']",2,False,worldcuisines
stargazy_pie,Stargazy pie,English,pastry,"[""England""]",Northern Europe,"A pastry-based fish pie which, by tradition, is filled with whole pilchards. It is critical that the pilchards retain their heads, so they poke through the pastry top. The appearance of the fish heads makes them look like they are ""gazing at the stars"". The position of the fish allows the oil that is released during cooking to drain into the pie, adding a fuller flavour and ensuring the pie is moist.","['fish', 'vegetable_oil']",2,False,worldcuisines
steak_pie,Steak pie,English,pastry,"[""England""]",Northern Europe,"It is made from stewing steak and beef gravy, enclosed in a pastry shell. Sometimes mixed vegetables are included in the filling.","['beef', 'egg', 'mushroom', 'onion', 'salt', 'vegetable_oil']",6,True,worldcuisines
strawberry_pie,Strawberry pie,Global,pastry,"[""Global""]",Global,"A dessert food consisting mainly of strawberries and sugar in a pie crust, sometimes with gelatin. It is often served with whipped cream.","['corn', 'cream', 'sugar']",3,True,worldcuisines
sugar_cream_pie,Sugar cream pie,American,pastry,"[""United States""]",Northern America,"A custard pie made with a simple filling of cream, sugar and cornstarch or flour.","['butter', 'corn', 'cream', 'milk', 'sugar', 'wheat_flour']",6,True,worldcuisines
sweet_potato_pie,Sweet potato pie,American,pastry,"[""United States""]",Northern America,"This dish is made in an open pie shell without a top crust. The filling consists of mashed sweet potatoes; evaporated milk; sugar; spices such as cinnamon, ginger, and nutmeg; and eggs. The baked custard filling may vary from light and silky to dense, depending on the recipe's ratio of sweet potato, milk and eggs.","['cream', 'egg', 'ginger', 'honey', 'lemon', 'milk', 'potato', 'sugar', 'sweet_potato', 'vanilla']",10,True,worldcuisines
tamale_pie,Tamale pie,American,pastry,"[""United States""]",Northern America,"A pie that is prepared with a cornmeal crust and fillings arranged in several layers. Beef is traditionally used, but it can also be prepared using other meats such as chicken and turkey meat, and can also be prepared as a meatless dish.","['beef', 'butter', 'chicken', 'corn', 'cumin', 'egg', 'garlic', 'milk', 'onion', 'salt', 'sugar', 'tomato', 'turkey', 'vegetable_oil', 'wheat_flour']",15,True,worldcuisines
tarta_capuchina,Tarta capuchina,Spanish,pastry,"[""Spain""]",Southern Europe,"A cake made mainly with egg yolk and syryp using water bath. The cake is usually presented in a cylindrical or rectangle shape, depending on the mold. It is commonly served at room temperature.",['egg'],1,False,worldcuisines
tarta_de_santiago,Tarta de Santiago,Spanish,pastry,"[""Spain""]",Southern Europe,"The ingredients mainly consist of ground almonds (almond flour), eggs, and sugar, with additional flavouring of lemon zest, sweet wine, brandy, or grape marc, depending on the recipe used.","['almond', 'butter', 'egg', 'lemon', 'sugar', 'wheat_flour']",6,True,worldcuisines
tocino_de_cielo,Tocino de cielo,Spanish,dessert,"[""Spain""]",Southern Europe,"A dessert made primarily of egg yolks, sugar, and water. It is often confused for a custard. Unlike flan, it does not contain milk or any other dairy product. Firstly, a caramel is made with sugar and water which is cooked until golden in color. The caramel is poured into the bottom of molds. A simple syrup is then made with sugar and water which is used for the egg yolk mixture. The simple syrup and egg yolks are whisked carefully without incorporating air. This mixture is then poured into the caramel-lined molds and baked. After baking, the molds are refrigerated overnight until completely chilled. The molds are flipped onto a dish to serve.","['egg', 'milk', 'sugar']",3,False,worldcuisines
