dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
vnoka,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""almond"", ""grams"": 30}, {""name"": ""lemon"", ""grams"": 10}]",7,bake,640.0,1800,40.0
shchi,"[{""name"": ""cabbage"", ""grams"": 200}, {""name"": ""potato"", ""grams"": 150}, {""name"": ""carrot"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""beef"", ""grams"": 120}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",8,boil,757.0,420,28.0
taftan,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""yogurt"", ""grams"": 60}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 5}]",7,bake,500.0,650,22.0
tonis_puri,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""cheese"", ""grams"": 50}, {""name"": ""coriander"", ""grams"": 10}, {""name"": ""basil"", ""grams"": 5}]",5,bake,393.0,850,28.0
sorrel_soup,"[{""name"": ""spinach"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""potato"", ""grams"": 150}, {""name"": ""carrot"", ""grams"": 75}, {""name"": ""rice"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 50}]",7,boil,780.0,320,15.0
zakuski,"[{""name"": ""bread"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""beef"", ""grams"": 30}, {""name"": ""cheese"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""vinegar"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",8,no_cook,237.0,320,18.0
dressed_herring,"[{""name"": ""potato"", ""grams"": 80}, {""name"": ""carrot"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""mayonnaise"", ""grams"": 60}]",5,no_cook,460.0,520,22.0
tunnbrd,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""oats"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""butter"", ""grams"": 20}]",4,bake,343.0,850,18.0
makarony_poflotski,"[{""name"": ""pasta_dry"", ""grams"": 100}, {""name"": ""ground_beef"", ""grams"": 120}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 15}]",6,boil,320.0,520,28.0
rye_bread,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 5}]",2,bake,415.0,950,25.0
zefir,"[{""name"": ""apple"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""vanilla"", ""grams"": 2}]",5,no_cook,432.0,680,8.0
okroshka,"[{""name"": ""cucumber"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""beef"", ""grams"": 80}, {""name"": ""sausage"", ""grams"": 50}, {""name"": ""mustard"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}]",7,no_cook,845.0,550,35.0
smetana,"[{""name"": ""cream"", ""grams"": 200}, {""name"": ""yogurt"", ""grams"": 50}]",2,ferment,250.0,500,6.0
korovai,"[{""name"": ""wheat_flour"", ""grams"": 500}, {""name"": ""salt"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 250}]",6,bake,870.0,2200,65.0
chicken_kiev,"[{""name"": ""chicken"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""wheat_flour"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,fry,318.0,520,32.0
rock_cake,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 75}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 30}]",5,bake,400.0,1200,18.0
angel_wings,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""yogurt"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 300}, {""name"": ""sugar"", ""grams"": 30}]",7,deep_fry,660.0,850,15.0
kutia,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""honey"", ""grams"": 40}, {""name"": ""walnut"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}]",4,boil,205.0,480,12.0
pease_pudding,"[{""name"": ""lentil"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""bacon"", ""grams"": 100}]",4,boil,607.0,550,35.0
breadstick,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""olive_oil"", ""grams"": 10}]",3,bake,258.0,520,15.0
borlengo,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""pork"", ""grams"": 60}, {""name"": ""sausage"", ""grams"": 40}]",7,fry,535.0,850,35.0
guryev_porridge,"[{""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""milk"", ""grams"": 200}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""walnut"", ""grams"": 20}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""butter"", ""grams"": 15}]",6,boil,360.0,420,12.0
chipa,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""corn"", ""grams"": 50}, {""name"": ""cheese"", ""grams"": 80}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}]",6,bake,350.0,520,18.0
pastila,"[{""name"": ""apple"", ""grams"": 300}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""honey"", ""grams"": 20}]",4,bake,520.0,400,6.0
bialy,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 30}]",4,bake,450.0,850,25.0
brown_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""corn"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""honey"", ""grams"": 15}, {""name"": ""coffee"", ""grams"": 10}]",5,bake,437.0,850,22.0
brioche,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 125}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 5}]",6,bake,575.0,1850,35.0
bublik,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""egg"", ""grams"": 30}]",6,bake,440.0,1050,28.0
paskha,"[{""name"": ""cheese"", ""grams"": 200}, {""name"": ""cream"", ""grams"": 100}, {""name"": ""almond"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 60}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""lemon"", ""grams"": 10}]",7,no_cook,455.0,850,20.0
ciabatta,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 10}]",3,bake,443.0,850,25.0
challah,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}]",5,bake,590.0,1450,45.0
cottage_loaf,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 6}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 15}]",4,bake,513.0,1150,35.0
solyanka,"[{""name"": ""beef"", ""grams"": 100}, {""name"": ""sausage"", ""grams"": 50}, {""name"": ""cabbage"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""lemon"", ""grams"": 10}]",10,boil,467.0,380,28.0
crispbread,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 3}]",2,bake,153.0,350,10.0
syrniki,"[{""name"": ""yogurt"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""vanilla"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 15}]",6,fry,410.0,520,18.0
ahriche,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""lamb"", ""grams"": 100}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 3}, {""name"": ""cumin"", ""grams"": 4}, {""name"": ""coriander"", ""grams"": 3}]",8,grill,375.0,380,42.0
damper,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 20}]",3,bake,345.0,820,22.0
rasstegai,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""salmon"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",7,bake,557.0,850,35.0
kulich,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""vanilla"", ""grams"": 5}]",6,bake,565.0,1450,35.0
flatbrd,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 2}]",2,bake,152.0,350,10.0
carrot_bread,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""salt"", ""grams"": 5}]",7,bake,805.0,1200,25.0
medovik,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""honey"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 100}, {""name"": ""cream"", ""grams"": 300}, {""name"": ""walnut"", ""grams"": 50}]",7,bake,1000.0,3200,35.0
charlotte,"[{""name"": ""bread"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 50}, {""name"": ""apple"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""cream"", ""grams"": 60}, {""name"": ""vanilla"", ""grams"": 5}]",7,bake,455.0,520,12.0
bichak,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""potato"", ""grams"": 60}, {""name"": ""black_pepper"", ""grams"": 1}]",7,bake,353.0,520,22.0
flatkaka,"[{""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 20}]",3,bake,350.0,850,18.0
cuban_bread,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 6}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 15}]",4,bake,518.0,1150,32.0
tapioca_pudding,"[{""name"": ""milk"", ""grams"": 200}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""vanilla"", ""grams"": 5}]",4,boil,385.0,420,8.0
french_roll,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 4}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 10}]",4,bake,344.0,720,18.0
farl,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""oats"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}]",4,bake,302.0,850,18.0
graham_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""milk"", ""grams"": 120}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 3}]",4,bake,358.0,850,25.0
lagana,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 15}]",3,bake,505.0,1050,30.0
fougasse,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 4}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""bacon"", ""grams"": 40}]",5,bake,444.0,980,32.0
hallulla,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 25}, {""name"": ""milk"", ""grams"": 100}]",5,bake,452.0,1150,28.0
tomato_bredie,"[{""name"": ""tomato"", ""grams"": 200}, {""name"": ""lamb"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 120}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}]",10,braise,617.0,420,28.0
thieboudienne,"[{""name"": ""fish"", ""grams"": 200}, {""name"": ""rice"", ""grams"": 150}, {""name"": ""tomato_sauce"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 60}, {""name"": ""cabbage"", ""grams"": 80}, {""name"": ""sweet_potato"", ""grams"": 70}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""lime"", ""grams"": 20}, {""name"": ""peanut"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 20}]",11,braise,775.0,680,32.0
kamir,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""banana"", ""grams"": 50}, {""name"": ""pineapple"", ""grams"": 30}, {""name"": ""cheese"", ""grams"": 20}, {""name"": ""chocolate"", ""grams"": 20}]",7,fry,350.0,550,15.0
amala,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 5}]",3,boil,655.0,520,12.0
echicha,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""soybean"", ""grams"": 100}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}]",6,steam,400.0,420,18.0
laobing,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 15}]",3,fry,318.0,720,22.0
asida,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""honey"", ""grams"": 20}]",3,boil,550.0,850,20.0
kitcha,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 2}]",2,fry,242.0,520,15.0
hoagie_roll,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 150}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""sesame_seed"", ""grams"": 10}]",7,bake,550.0,650,20.0
ogi,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 20}]",2,no_cook,520.0,280,6.0
laufabrau,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""milk"", ""grams"": 100}]",5,deep_fry,343.0,980,18.0
frikkadel,"[{""name"": ""ground_beef"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""vinegar"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",7,bake,345.0,420,28.0
lngos,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""yogurt"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""cheese"", ""grams"": 40}]",6,deep_fry,405.0,850,18.0
maluj,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 3}]",4,bake,238.0,850,20.0
maltese_bread,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""tuna"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}]",7,bake,358.0,520,22.0
michetta,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 10}]",3,bake,420.0,950,25.0
melonpan,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""vanilla"", ""grams"": 2}]",6,bake,307.0,680,12.0
kulcha,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""yogurt"", ""grams"": 60}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""butter"", ""grams"": 15}]",4,bake,358.0,780,18.0
drowors,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""coriander"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vinegar"", ""grams"": 10}]",6,dry,320.0,550,45.0
lavash,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""olive_oil"", ""grams"": 10}]",3,bake,335.0,750,20.0
markook,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}]",2,grill,325.0,700,20.0
shotis_puri,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}]",2,bake,408.0,850,25.0
mugoyo,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""bean_sprout"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}]",6,boil,520.0,420,12.0
lahoh,"[{""name"": ""corn"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}]",3,fry,302.0,350,8.0
isi_ewu,"[{""name"": ""onion"", ""grams"": 50}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 10}]",5,braise,397.0,520,35.0
fitfit,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",8,saute,217.0,380,8.0
peanut_stew,"[{""name"": ""peanut"", ""grams"": 100}, {""name"": ""chicken"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""sweet_potato"", ""grams"": 150}, {""name"": ""cabbage"", ""grams"": 100}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 5}]",10,braise,680.0,850,45.0
kamounia,"[{""name"": ""beef"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",8,braise,470.0,520,42.0
gored_gored,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""chili"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""butter"", ""grams"": 20}]",8,no_cook,292.0,380,32.0
kokonte,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",8,boil,397.0,320,4.0
achu,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""fish"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",7,boil,447.0,420,28.0
matzah,"[{""name"": ""wheat_flour"", ""grams"": 100}]",1,bake,150.0,350,10.0
sandwich_roll,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}]",2,bake,412.0,850,25.0
shahan_ful,"[{""name"": ""black_bean"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""cumin"", ""grams"": 3}]",8,braise,353.0,420,22.0
pain_de_campagne,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}]",3,bake,508.0,1200,35.0
marraqueta,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}]",2,bake,412.0,850,28.0
ekwang,"[{""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""spinach"", ""grams"": 100}, {""name"": ""fish"", ""grams"": 100}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""shrimp"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",10,steam,617.0,520,32.0
sangak,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}]",2,bake,488.0,1050,32.0
spicy_cow_feet,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}]",7,braise,307.0,420,28.0
sgabeo,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""olive_oil"", ""grams"": 20}]",3,deep_fry,348.0,450,25.0
hertzoggie,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""coconut"", ""grams"": 30}]",5,bake,305.0,420,6.0
roti_canai,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",4,fry,267.0,650,12.0
piadina_romagnola,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""olive_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}]",3,grill,335.0,850,15.0
moambe_chicken,"[{""name"": ""chicken"", ""grams"": 200}, {""name"": ""palm_oil"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""chili"", ""grams"": 5}]",8,braise,382.0,520,32.0
iru,"[{""name"": ""black_bean"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}]",2,ferment,305.0,220,15.0
obwarzanek_krakowski,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 10}]",4,bake,437.0,920,28.0
