dish_id,name,primary_cuisine,E_composite,E_carbon,E_water,E_energy,E_land,log_E,cook_method,n_ingredients,total_grams,source,H_mean,H_bert
dressed_herring,Dressed herring,Russian,0.14281303701010686,0.746,362.7,0.5,0.721,-1.946218937654858,no_cook,5.0,290.0,worldcuisines_llm,,
mimosa_salad,Mimosa salad,Russian,0.24771570544143132,3.834,1266.8,0.5,9.83,-1.395473539404264,no_cook,5.0,450.0,worldcuisines_llm,,
olivier_salad,Olivier salad,Russian,0.13912883042430899,1.0669,584.2,0.4,1.3675,-1.9723549375152343,boil,9.0,358.0,worldcuisines_llm,,
vinegret,Vinegret,Russian,0.12543537764362347,0.4436,155.5,0.5,0.344,-2.075964572201018,no_cook,7.0,292.0,worldcuisines_llm,,
syrniki,Syrniki,Belarusian,0.18449771273495275,1.6255,817.4,0.5,3.399,-1.690118212678927,fry,6.0,410.0,worldcuisines_llm,,
veal_orloff,Veal Orloff,French,0.3329923488770486,2.2004,541.6,1.2,5.691,-1.0996357656108529,braise,8.0,300.0,worldcuisines_llm,,
chicken_kiev,Chicken Kiev,Russian,0.2197588575053314,2.2221,1242.5,0.5,4.475,-1.515224436037667,fry,8.0,318.0,worldcuisines_llm,,
beef_stroganoff,Beef Stroganoff,Russian,0.5560407670188773,13.7145,3703.2,0.5,69.503,-0.5869136654430814,saute,8.0,552.0,worldcuisines_llm,,
makarony_poflotski,Makarony po-flotski,Russian,0.34101799101523295,7.6904,2137.3,0.4,39.727,-1.0758200435148946,boil,6.0,320.0,worldcuisines_llm,,
pozharsky_cutlet,Pozharsky cutlet,Russian,0.22337373902549587,2.2526,1294.5,0.5,4.1035,-1.4989089506197841,fry,10.0,393.0,worldcuisines_llm,,
korovai,Korovai,Bulgarian,0.31075781320632073,2.6365,1535.1,0.8,5.582,-1.168741405846028,bake,6.0,860.0,worldcuisines_llm,,
zefir,Zefir,Russian,0.16762866732695414,1.078,686.0,0.5,0.764,-1.7860040594573263,no_cook,5.0,432.0,worldcuisines_llm,,
varenye,Varenye,Russian,0.13234306479003652,0.8155,539.9,0.4,0.473,-2.022357752210607,boil,4.0,420.0,worldcuisines_llm,,
pyshka,Pyshka,Russian,0.28853034141285516,1.5351,724.0,1.0,2.417,-1.2429550290219524,deep_fry,7.0,327.0,worldcuisines_llm,,
angel_wings,Angel wings,Bulgarian,0.3868282552784626,2.7895,2021.3,1.0,5.94,-0.9497744692641518,deep_fry,7.0,660.0,worldcuisines_llm,,
smetana,Smetana,Central European,0.18404746848736794,2.022,701.0,0.5,5.5,-1.6925615737348958,ferment,2.0,250.0,worldcuisines_llm,,
charlotte,Charlotte,French,0.27230995790908674,2.0125,1064.3,0.8,4.284,-1.300814310345344,bake,7.0,455.0,worldcuisines_llm,,
rasstegai,Rasstegai,Russian,0.3245605686294179,3.909,1416.2,0.8,5.826,-1.1252831080845622,bake,7.0,557.0,worldcuisines_llm,,
kulich,Kulich,Russian,0.27602372700713235,1.9445,1145.0,0.8,3.6,-1.2872684495428275,bake,6.0,535.0,worldcuisines_llm,,
kutia,Kutia,Belarusian,0.12303132571647059,0.4975,471.7,0.4,0.5015,-2.095316275413612,boil,4.0,175.0,worldcuisines_llm,,
guryev_porridge,Guryev porridge,Russian,0.1625308603974028,1.2725,918.6,0.4,2.831,-1.816887385105129,boil,6.0,360.0,worldcuisines_llm,,
pease_pudding,Pease pudding,English,0.21251400735943948,1.144,1788.7,0.4,3.306,-1.548747375804497,boil,4.0,307.0,worldcuisines_llm,,
kasha,Kasha,East European,0.14052350803027436,1.2526,556.5,0.4,2.875,-1.9623804872628003,boil,4.0,367.0,worldcuisines_llm,,
medovik,Medovik,Russian,0.45101926262122777,5.3245,3139.6,0.8,13.385,-0.7962452294797305,bake,7.0,1000.0,worldcuisines_llm,,
paskha,Paskha,Russian,0.34702145435487525,6.177,2282.0,0.5,22.326,-1.0583686728345243,no_cook,7.0,455.0,worldcuisines_llm,,
curd_snack,Curd snack,Russian,0.20656300116327686,2.898,836.5,0.5,10.168,-1.5771498227325909,no_cook,6.0,220.0,worldcuisines_llm,,
pastila,Pastila,Russian,0.2389547673194304,1.2445,718.1,0.8,0.8,-1.4314810030398935,bake,4.0,520.0,worldcuisines_llm,,
achu,Achu,Cameroonian,0.13756492264550726,1.376,473.2,0.4,0.859,-1.9836593086155865,boil,7.0,447.0,worldcuisines_llm,,
pryanik,Pryanik,Russian,0.27072789611367665,1.7819,1101.2,0.8,3.2415,-1.3066410359030582,bake,6.0,453.0,worldcuisines_llm,,
ahriche,Ahriche,Moroccan,0.6252369575062798,14.742,4205.6,0.6,102.2705,-0.4696245690880679,grill,8.0,375.0,worldcuisines_llm,,
alloco,Alloco,Ivorian,0.14065073354136223,0.6316,358.0,0.5,0.9,-1.9614755286929162,fry,3.0,332.0,worldcuisines_llm,,
amala,Amala,Nigerian,0.11556781724606129,0.541,335.1,0.4,0.74,-2.1578977590290664,boil,3.0,355.0,worldcuisines_llm,,
asida,Asida,Arab,0.1354593331691477,0.8845,573.0,0.4,1.94,-1.9990838079215982,boil,3.0,250.0,worldcuisines_llm,,
boerewors,Boerewors,South African,0.5233364246556322,11.235,3466.7,0.6,69.1815,-0.6475307623400547,grill,7.0,323.0,worldcuisines_llm,,
bichak,Bichak,Uzbek,0.3722850610589326,5.8616,1677.1,0.8,28.129,-0.9880954249925231,bake,7.0,323.0,worldcuisines_llm,,
yassa,Yassa,Senegalese,0.3666666184997729,2.2085,1101.8,1.2,2.887,-1.0033022402280491,braise,9.0,472.0,worldcuisines_llm,,
waterblommetjiebredie,Waterblommetjiebredie,South African,0.499144650351802,5.93,2292.5,1.2,74.462,-0.6948593447733094,braise,9.0,732.0,worldcuisines_llm,,
wat,Wat,Ethiopian,0.37698760387277014,2.605,1165.3,1.2,3.796,-0.9755429730488019,braise,8.0,473.0,worldcuisines_llm,,
usban,Usban,Tunisian,0.3022749180206999,3.9494,1775.2,0.6,45.391,-1.196418351129539,grill,9.0,313.0,worldcuisines_llm,,
umngqusho,Umngqusho,South African,0.3779489149579694,1.898,1375.5,1.2,2.897,-0.9729962381093783,braise,7.0,467.0,worldcuisines_llm,,
tapalapa,Tapalapa,Senegalese,0.20913177302873942,0.711,366.5,0.8,0.72,-1.5647907327340316,bake,2.0,205.0,worldcuisines_llm,,
tomato_bredie,Tomato bredie,South African,0.4498366653250163,4.7955,1780.5,1.2,55.965,-0.798870728050262,braise,10.0,617.0,worldcuisines_llm,,
thieboudienne,Thieboudienne,Senegalese,0.36578100636893146,2.785,928.7,1.2,1.673,-1.0057204679138187,braise,11.0,775.0,worldcuisines_llm,,
tapioca_pudding,Tapioca pudding,Global,0.14133006183909164,1.1305,603.5,0.4,2.053,-1.956657260051111,boil,4.0,335.0,worldcuisines_llm,,
tajine,Tajine,Maghrebi,0.46095998392337334,4.4604,2058.3,1.2,56.226,-0.7744440425223221,braise,11.0,387.0,worldcuisines_llm,,
sosatie,Sosatie,South African,0.3586944194054857,5.2455,2361.6,0.6,74.4095,-1.025284452397415,grill,7.0,333.0,worldcuisines_llm,,
chakalaka,Chakalaka,South African,0.13999480268880274,0.859,284.6,0.5,0.492,-1.9661499807133416,saute,9.0,530.0,worldcuisines_llm,,
chakhchoukha,Chakhchoukha,Algerian,0.39307493352364725,2.255,1530.1,1.2,3.2415,-0.9337550147445619,braise,9.0,653.0,worldcuisines_llm,,
cocada_amarela,Cocada amarela,Angolan,0.2845172966083939,1.8595,1310.2,0.8,1.78,-1.256961230749219,bake,4.0,455.0,worldcuisines_llm,,
dabo_kolo,Dabo kolo,Ethiopian,0.2607986423123535,0.8666,444.4,1.0,0.8925,-1.34400665480073,deep_fry,5.0,221.0,worldcuisines_llm,,
dambou,Dambou,Zarma,0.10305932501072135,0.6726,461.2,0.3,0.825,-2.272450485582244,steam,4.0,252.0,worldcuisines_llm,,
delele,Delele,Zimbabwean,0.10157197651610485,0.496,113.7,0.4,0.271,-2.2869876035754357,boil,5.0,172.0,worldcuisines_llm,,
draw_soup,Draw soup,Nigerian,0.1240417807066604,1.1296,315.0,0.4,0.409,-2.0871368289462877,boil,8.0,232.0,worldcuisines_llm,,
drowors,Droëwors,South African,0.5442802580630135,12.985,3707.1,0.5,66.9975,-0.608290984523093,dry,6.0,320.0,worldcuisines_llm,,
eba,Eba,Nigerian,0.0899592252803262,0.2001,1.0,0.4,0.0,-2.408398763751957,boil,1.0,2.0,worldcuisines_llm,,
echicha,Echicha,Igbo,0.10468115281477554,0.729,472.8,0.3,0.487,-2.2568361886298236,steam,6.0,400.0,worldcuisines_llm,,
edikang_ikong,Edikang ikong,Efik,0.29545610245522497,6.1166,1808.5,0.4,27.128,-1.2192350066221562,boil,10.0,348.0,worldcuisines_llm,,
eru,Eru,Bayangi,0.24169116151078698,4.7671,1281.1,0.4,19.963,-1.4200945599562742,boil,7.0,302.0,worldcuisines_llm,,
ekwang,Ekwang,Nigerian,0.16266213222288625,2.1645,1047.0,0.3,2.212,-1.8160800378646116,steam,10.0,617.0,worldcuisines_llm,,
ewa_aganyin,Ewa aganyin,Yoruba,0.1705448799911152,0.6445,1224.9,0.4,1.312,-1.7687567911420448,boil,6.0,310.0,worldcuisines_llm,,
fesikh,Fesikh,Egyptian,0.15531383819447356,1.471,372.4,0.5,0.852,-1.8623074465868283,ferment,4.0,380.0,worldcuisines_llm,,
fitfit,Fit-fit,Ethiopian,0.14268319690198003,0.7676,354.6,0.5,1.2245,-1.9471285126450382,saute,8.0,217.0,worldcuisines_llm,,
frikkadel,Frikkadel,South African,0.5839228385546315,12.7044,3332.8,0.8,65.681,-0.5379864306459049,bake,7.0,345.0,worldcuisines_llm,,
genfo,Genfo,Ethiopian,0.12062002007956422,0.7201,370.3,0.4,1.57,-2.115110004489701,boil,4.0,142.0,worldcuisines_llm,,
mugoyo,Mugoyo,Ugandan,0.10845703854144673,0.638,189.7,0.4,0.48,-2.221401142557096,boil,6.0,520.0,worldcuisines_llm,,
ogi,Ogi,Nigerian,0.13438647284429114,0.531,281.0,0.5,0.622,-2.0070355044384627,no_cook,2.0,220.0,worldcuisines_llm,,
mandazi,Mandazi,Swahili,0.2835439549038376,1.1375,749.9,1.0,1.148,-1.2603881240798571,deep_fry,4.0,345.0,worldcuisines_llm,,
lamington,Lamington,Australian,0.30736451312980884,2.4465,1530.6,0.8,5.88,-1.1797208965396013,bake,7.0,360.0,worldcuisines_llm,,
shark_chutney,Shark chutney,Seychellois,0.0949736715004132,0.2611,68.0,0.4,0.0505,-2.354155567893479,boil,7.0,112.0,worldcuisines_llm,,
peanut_stew,Peanut stew,Senegalese,0.36702509831771124,2.2405,1099.0,1.2,2.456,-1.0023250454792256,braise,10.0,680.0,worldcuisines_llm,,
mala_mogodu,Mala Mogodu,Botswana,0.5776554514392856,9.8789,2519.4,1.2,49.303,-0.5487776928271726,braise,8.0,360.0,worldcuisines_llm,,
lablabi,Lablabi,Tunisian,0.15685498385268234,0.5369,1025.8,0.4,1.491,-1.8524335702077135,boil,7.0,283.0,worldcuisines_llm,,
kapana,Kapana,Namibian,0.6166498167000442,15.3315,3900.3,0.6,81.587,-0.4834539742213896,grill,5.0,328.0,worldcuisines_llm,,
kamounia,Kamounia,Sudanese,0.5773983751885065,9.9259,2502.2,1.2,49.2915,-0.5492228257709325,braise,8.0,370.0,worldcuisines_llm,,
hertzoggie,Hertzoggie,South African,0.24548405570298848,1.524,750.4,0.8,3.0615,-1.404523280076665,bake,5.0,255.0,worldcuisines_llm,,
gored_gored,Gored gored,Ethiopian,0.5108052210949522,12.536,3271.3,0.5,66.084,-0.6717669334684887,no_cook,8.0,292.0,worldcuisines_llm,,
gatsby,Gatsby,South African,0.18578905203573956,2.1221,702.6,0.5,0.853,-1.6831433777198297,fry,11.0,563.0,worldcuisines_llm,,
isi_ewu,Isi ewu,Nigerian,0.290507685220446,0.852,202.3,1.2,0.108,-1.2361252478922675,braise,5.0,97.0,worldcuisines_llm,,
shiro,Shiro,Ethiopian,0.3618452513847992,1.361,1254.0,1.2,1.7085,-1.016538640915432,braise,9.0,567.0,worldcuisines_llm,,
kokonte,Kokonte,Ghanaian,0.1099091118002763,0.632,215.6,0.4,0.537,-2.2081015110887776,boil,8.0,397.0,worldcuisines_llm,,
mchoui,Méchoui,Maghrebi,0.35168040607081164,4.0971,1817.5,0.8,55.8865,-1.0450324531075958,roast,8.0,191.0,worldcuisines_llm,,
shahan_ful,Shahan ful,Sudanese,0.35793632973123585,0.9805,1293.2,1.2,1.679,-1.027400158311357,braise,8.0,353.0,worldcuisines_llm,,
seswaa,Seswaa,Botswana,0.6656398584106428,18.238,4662.7,0.4,97.892,-0.4070065078386279,boil,5.0,367.0,worldcuisines_llm,,
shish_taouk,Shish taouk,Ottoman,0.2415360407234944,2.1415,1257.2,0.6,3.869,-1.4207365800739482,grill,8.0,365.0,worldcuisines_llm,,
ogbono_soup,Ogbono soup,Nigerian,0.13839336663896548,1.032,581.5,0.4,0.764,-1.9776551658564037,boil,6.0,227.0,worldcuisines_llm,,
mealie_bread,Mealie bread,South African,0.27566396209883154,2.061,1107.0,0.8,4.3775,-1.28857268368255,bake,7.0,580.0,worldcuisines_llm,,
qatayef,Qatayef,Middle Eastern,0.19448112998679834,1.74,952.7,0.5,5.138,-1.6374201386929261,fry,6.0,255.0,worldcuisines_llm,,
peppersoup,Peppersoup,Nigerian,0.1219809190196429,1.08,294.2,0.4,0.603,-2.103890647959204,boil,6.0,245.0,worldcuisines_llm,,
okpa,Okpa,Nigerian,0.09954235080865625,0.6415,411.0,0.3,0.482,-2.307172089107109,steam,6.0,395.0,worldcuisines_llm,,
spicy_cow_feet,Spicy cow feet,Nigerian,0.6728957191068073,12.861,3291.2,1.2,65.354,-0.3961649106645328,braise,7.0,307.0,worldcuisines_llm,,
ndol,Ndolé,Cameroonian,0.5935304895075958,10.028,2743.6,1.2,49.317,-0.521666693871819,braise,9.0,427.0,worldcuisines_llm,,
mulukhiyah,Mulukhiyah,Egyptian,0.16252905185014788,1.4745,863.1,0.4,2.1675,-1.8168985125754,boil,9.0,492.0,worldcuisines_llm,,
mrouzia,Mrouzia,Moroccan,0.5266918367007777,5.7843,2792.6,1.2,74.952,-0.6411396515671892,braise,8.0,346.0,worldcuisines_llm,,
moambe_chicken,Moambe chicken,Central African,0.3685525337170279,2.4015,1080.3,1.2,2.613,-0.9981720165447269,braise,8.0,382.0,worldcuisines_llm,,
mesfouf,Mesfouf,Tunisian,0.1598766696401794,0.7185,1026.4,0.4,2.049,-1.833352575727627,boil,6.0,215.0,worldcuisines_llm,,
merguez,Merguez,Maghrebi,0.28050852663790143,3.6663,1489.4,0.6,51.787,-1.2711511564853122,grill,7.0,152.0,worldcuisines_llm,,
matbucha,Matbucha,Moroccan,0.16635036566141023,1.3615,586.8,0.5,1.126,-1.7936590783751305,saute,6.0,515.0,worldcuisines_llm,,
malva_pudding,Malva pudding,South African,0.24210836129061222,1.6701,653.9,0.8,3.113,-1.4183698791181298,bake,8.0,350.0,worldcuisines_llm,,
kulikuli,Kuli-kuli,Nigerian,0.2560629874612574,0.8211,377.8,1.0,0.4815,-1.3623318199960883,deep_fry,4.0,127.0,worldcuisines_llm,,
koeksister,Koeksister,South African,0.3521836708461999,2.4001,1549.6,1.0,4.01,-1.0436024472935366,deep_fry,8.0,607.0,worldcuisines_llm,,
kenkey,Kenkey,Ghanaian,0.11229034738585712,1.1055,496.5,0.3,1.177,-2.186667374753378,steam,7.0,410.0,worldcuisines_llm,,
kelewele,Kelewele,Ghanaian,0.2515221109936719,0.7991,308.0,1.0,0.723,-1.3802243768309375,deep_fry,6.0,252.0,worldcuisines_llm,,
kedjenou,Kedjenou,Ivorian,0.37152030586623686,2.515,1098.7,1.2,2.878,-0.9901517571895814,braise,9.0,603.0,worldcuisines_llm,,
kachumbari,Kachumbari,African Great Lakes,0.12481359428364353,0.6261,95.0,0.5,0.1725,-2.080933900424258,no_cook,6.0,267.0,worldcuisines_llm,,
iru,Iru,Nigerian,0.17611592517507954,0.4085,1011.6,0.5,1.2,-1.7366128350015795,ferment,2.0,205.0,worldcuisines_llm,,
hawawshi,Hawawshi,Egyptian,0.4928367238405569,9.6159,2659.6,0.8,49.604,-0.7075773487590117,bake,7.0,320.0,worldcuisines_llm,,
harira,Harira,Algerian,0.16173985303680036,0.8351,1025.5,0.4,1.422,-1.8217660799534272,boil,12.0,435.0,worldcuisines_llm,,
brik,Brik,Algerian,0.2707979739826751,1.2876,495.8,1.0,0.783,-1.3063822195721704,deep_fry,7.0,238.0,worldcuisines_llm,,
kibbeh_nayyeh,Kibbeh nayyeh,Syrian,0.33841487172471346,5.2169,2401.9,0.5,74.4955,-1.0834827050386684,no_cook,7.0,302.0,worldcuisines_llm,,
kashk_bademjan,Kashk bademjan,Iranian,0.15475870387627075,1.0159,488.1,0.5,1.759,-1.865888124241301,saute,8.0,399.0,worldcuisines_llm,,
freekeh,Freekeh,Levantine,0.23844055082175988,1.1586,733.1,0.8,1.6375,-1.4336352625267221,roast,7.0,248.0,worldcuisines_llm,,
ageh,Ageh,Taiwanese,0.28131530187858217,1.3144,664.1,1.0,0.7845,-1.2682791679569656,deep_fry,7.0,243.0,worldcuisines_llm,,
tihlo,Tihlo,Ethiopian,0.29438595004891827,6.4845,1689.6,0.4,32.956,-1.222863617284863,boil,6.0,270.0,worldcuisines_llm,,
ch_gi,Chả giò,Vietnamese,0.4490523971655085,6.9856,1908.3,1.0,33.289,-0.8006157005752104,deep_fry,10.0,298.0,worldcuisines_llm,,
chiles_en_nogada,Chiles en nogada,Mexican,0.25018985204136107,1.4151,858.9,0.8,2.512,-1.3855352411589266,bake,11.0,293.0,worldcuisines_llm,,
cordon_bleu,Cordon bleu,Swiss,0.22235655109502184,2.6026,1181.4,0.5,6.404,-1.5034730994730758,fry,8.0,303.0,worldcuisines_llm,,
deviled_egg,Deviled egg,Italian,0.1247694379113628,0.7751,424.5,0.4,0.796,-2.081287741567649,boil,5.0,144.0,worldcuisines_llm,,
drob,Drob,Romanian,0.4364757582553347,6.122,2677.7,0.8,75.752,-0.829022441887687,bake,8.0,547.0,worldcuisines_llm,,
eggah,Eggah,Egyptian,0.16135238484063097,0.9479,616.9,0.5,1.103,-1.8241645800502864,fry,8.0,226.0,worldcuisines_llm,,
figolla,Figolla,Maltese,0.4240837618313063,2.9295,3347.4,0.8,5.91,-0.8578242917719752,bake,8.0,595.0,worldcuisines_llm,,
galantine,Galantine,French,0.2668716366155956,3.283,2109.2,0.4,5.76,-1.320987497924208,boil,9.0,567.0,worldcuisines_llm,,
ghapama,Ghapama,Armenian,0.2578397937668322,1.4565,975.3,0.8,1.43,-1.3554168413246688,bake,5.0,320.0,worldcuisines_llm,,
gobki,Gołąbki,Polish,0.5898834343629352,10.249,2622.0,1.2,49.32,-0.5278303304780544,braise,7.0,587.0,worldcuisines_llm,,
samgyetang,Samgye-tang,Korean,0.18832436946850142,2.058,1133.7,0.4,2.738,-1.6695894333789894,boil,4.0,335.0,worldcuisines_llm,,
sakhu_sai_mu,Sakhu sai mu,Thai,0.10510052364867406,0.7119,484.5,0.3,1.268,-2.252838018726543,steam,6.0,120.0,worldcuisines_llm,,
stuffed_crust_pizza,Stuffed crust pizza,American,0.35793922603520273,5.201,1618.9,0.8,18.7545,-1.0273920666704466,bake,6.0,500.0,worldcuisines_llm,,
stuffed_pizza,Stuffed pizza,American,0.32959080573510746,4.2754,1399.6,0.8,14.4115,-1.1099033765570538,bake,7.0,588.0,worldcuisines_llm,,
scaccia,Scaccia,Italian,0.30475701339844635,3.297,1253.5,0.8,10.174,-1.188240497272944,bake,7.0,625.0,worldcuisines_llm,,
badrijani,Badrijani,Georgian,0.17543594897208845,0.7029,919.4,0.5,0.581,-1.7404812658134685,fry,8.0,323.0,worldcuisines_llm,,
paanga_brei,Paçanga böreği,Turkish,0.1703681037405008,1.824,526.9,0.5,5.763,-1.7697938667296236,fry,5.0,215.0,worldcuisines_llm,,
walnut_stuffed_figs,Walnut stuffed figs,Turkish,0.23772935901636524,1.1605,720.7,0.8,1.928,-1.4366223993429308,bake,4.0,200.0,worldcuisines_llm,,
tufahije,Tufahije,Balkan,0.14330351558675336,0.6635,764.7,0.4,0.447,-1.9427904113941377,boil,4.0,340.0,worldcuisines_llm,,
stuffed_apples,Stuffed apples,Turkish,0.3219175269281272,3.2701,1547.5,0.8,37.692,-1.1334598937963922,bake,7.0,407.0,worldcuisines_llm,,
stuffed_quinces,Stuffed quinces,Turkish,0.38258665171174105,4.738,2157.7,0.8,56.676,-0.960800110949101,bake,8.0,617.0,worldcuisines_llm,,
stuffed_dates,Stuffed dates,Levantine,0.35985956605167874,5.9041,1457.9,0.8,28.902,-1.0220414179394488,bake,6.0,143.0,worldcuisines_llm,,
pizza_snack_rolls,Pizza snack rolls,American,0.24290890466255136,1.8386,621.0,0.8,4.5555,-1.4150687838577738,bake,9.0,277.0,worldcuisines_llm,,
calzone,Calzone,Italian,0.3227051900119785,3.6341,1460.7,0.8,11.0205,-1.131016096967161,bake,8.0,487.0,worldcuisines_llm,,
tortellini,Tortellini,Italian,0.29415915884332505,5.415,1979.5,0.4,21.713,-1.2236343015141327,boil,10.0,457.0,worldcuisines_llm,,
tortelloni,Tortelloni,Italian,0.17937093871983156,2.4781,868.8,0.4,8.183,-1.7182993340077382,boil,9.0,283.0,worldcuisines_llm,,
pavese_agnolotti,Pavese agnolotti,Italian,0.2958413826754142,6.1546,1804.5,0.4,29.693,-1.2179318376271815,boil,9.0,303.0,worldcuisines_llm,,
paccheri,Paccheri,Italian,0.14153191892499067,1.2655,569.8,0.4,2.8281,-1.955230011895529,boil,6.0,293.0,worldcuisines_llm,,
schlutzkrapfen,Schlutzkrapfen,Italian,0.31891626219071373,6.6411,2056.3,0.4,30.9335,-1.142826711626252,boil,7.0,377.0,worldcuisines_llm,,
maultasche,Maultasche,German,0.2428381237813484,4.3416,1417.1,0.4,20.7325,-1.4153602149013385,boil,9.0,273.0,worldcuisines_llm,,
manicotti,Manicotti,Italian-American,0.5185662944758516,10.8935,2738.5,0.8,51.248,-0.6566874012873541,bake,6.0,490.0,worldcuisines_llm,,
casunziei,Casunziei,Italian,0.1691907976558272,2.1386,792.0,0.4,6.77,-1.776728220665969,boil,7.0,313.0,worldcuisines_llm,,
casoncelli,Casoncelli,Italian,0.32605056101694,6.6566,2171.2,0.4,30.736,-1.12070281449745,boil,8.0,362.0,worldcuisines_llm,,
cannelloni,Cannelloni,Italian,0.5018748608117787,9.9016,2732.1,0.8,47.1215,-0.6894044716175804,bake,9.0,528.0,worldcuisines_llm,,
agnolotti,Agnolotti,Italian,0.2538060736702345,4.8186,1469.3,0.4,22.568,-1.3711847930574,boil,10.0,293.0,worldcuisines_llm,,
zrazy,Zrazy,Polish,0.5864744811681777,10.0941,2607.6,1.2,49.937,-0.533626122204899,braise,8.0,378.0,worldcuisines_llm,,
bnh_l,Bánh lá,Vietnamese,0.15167571462717397,1.8284,955.8,0.3,1.8885,-1.8860104935962316,steam,8.0,300.0,worldcuisines_llm,,
b_nng_l_lt,Bò nướng lá lốt,Vietnamese,0.4282991214695839,9.3865,2387.0,0.6,49.0185,-0.8479334455663152,grill,8.0,210.0,worldcuisines_llm,,
egg_roll,Egg roll,American,0.2647117871777334,0.9939,474.8,1.0,1.13,-1.3291136404128603,deep_fry,10.0,225.0,worldcuisines_llm,,
barbajuan,Barbajuan,French,0.339109775175882,3.1151,1134.9,1.0,8.449,-1.0814314034424313,deep_fry,9.0,452.0,worldcuisines_llm,,
pasteles,Pasteles,Puerto Rican,0.1917522657486802,1.3825,1747.6,0.3,3.05,-1.6515510226445806,steam,9.0,465.0,worldcuisines_llm,,
gordita,Gordita,Mexican,0.4161607523872692,6.0801,1607.6,1.0,27.868,-0.8766836693555435,deep_fry,9.0,352.0,worldcuisines_llm,,
gyeranmari,Gyeran-mari,South Korean,0.14494132806620583,0.7611,394.1,0.5,0.72,-1.931426252474167,fry,6.0,158.0,worldcuisines_llm,,
llapingacho,Llapingacho,Ecuadorian,0.19516172922900296,2.4205,777.2,0.5,7.973,-1.6339266835029265,fry,8.0,535.0,worldcuisines_llm,,
poornalu,Poornalu,Indian,0.3109418416310181,1.3975,1136.1,1.0,0.94,-1.1681493886922774,deep_fry,7.0,250.0,worldcuisines_llm,,
pootharekulu,Pootharekulu,Indian,0.15440258538787857,0.6705,577.0,0.5,0.49,-1.8681918967915068,no_cook,6.0,105.0,worldcuisines_llm,,
bagel_dog,Bagel dog,American,0.24578440398660448,1.3631,799.6,0.8,1.9,-1.4033005338770541,bake,6.0,242.0,worldcuisines_llm,,
sorullos,Sorullos,Puerto Rican,0.28255268666862166,1.9461,511.3,1.0,5.781,-1.2638902443030342,deep_fry,4.0,197.0,worldcuisines_llm,,
taquito,Taquito,Mexican,0.4290822112678243,6.5135,1704.4,1.0,30.045,-0.8461067437567623,deep_fry,7.0,315.0,worldcuisines_llm,,
chebureki,Chebureki,Crimean Tatar,0.2854150647224576,5.2861,1497.7,0.5,26.64,-1.2538107907408063,fry,6.0,238.0,worldcuisines_llm,,
carimaola,Carimañola,South American,0.4641786477060179,7.7421,1953.2,1.0,37.428,-0.7674857842479595,deep_fry,8.0,408.0,worldcuisines_llm,,
aloo_paratha,Aloo paratha,Indian Subcontinent,0.15062962629466534,0.7979,479.0,0.5,1.3585,-1.8929312612194031,fry,8.0,435.0,worldcuisines_llm,,
gobi_paratha,Gobi paratha,Indian Subcontinent,0.13500568690950987,0.5825,277.2,0.5,0.8,-2.0024383761753226,saute,9.0,186.0,worldcuisines_llm,,
stuffed_clam,Stuffed clam,American,0.20469636605203875,0.8866,244.2,0.8,1.718,-1.586227539027241,bake,8.0,113.0,worldcuisines_llm,,
levengi,Levengi,Azerbaijani,0.25403523338167994,1.6854,848.9,0.8,1.11,-1.3702823074824098,bake,6.0,330.0,worldcuisines_llm,,
hallaca,Hallaca,Venezuelan,0.27309336562063874,5.5924,1950.1,0.3,27.8145,-1.2979415436549735,steam,7.0,343.0,worldcuisines_llm,,
helzel,Helzel,Ashkenazi Jewish,0.16709424388709682,1.1369,660.9,0.5,1.677,-1.7891972910890248,fry,7.0,240.0,worldcuisines_llm,,
imam_bayld,İmam bayıldı,Ottoman,0.32406991770329746,1.3795,618.0,1.2,1.048,-1.1267959910897338,braise,6.0,600.0,worldcuisines_llm,,
jalangkote,Jalangkote,Indonesian,0.2643856471910834,1.056,452.3,1.0,0.8,-1.330346456929333,deep_fry,12.0,250.0,worldcuisines_llm,,
jalapeo_popper,Jalapeño popper,American,0.40450121774914677,5.5421,1560.6,1.0,24.851,-0.9051005319834331,deep_fry,8.0,238.0,worldcuisines_llm,,
haggis,Haggis,Scottish,0.33472344869870224,5.7595,2562.4,0.4,76.274,-1.094450614364061,boil,7.0,440.0,worldcuisines_llm,,
kachori,Kachori,Indian,0.26327512886057186,1.0063,447.4,1.0,1.351,-1.3345556762632291,deep_fry,10.0,198.0,worldcuisines_llm,,
kalitsounia,Kalitsounia,Greek,0.27815063079172087,2.6161,996.1,0.8,8.1235,-1.2795924746520784,bake,7.0,337.0,worldcuisines_llm,,
karaoreva_nicla,Karađorđeva šnicla,Serbian,0.33997285990744947,2.7936,1237.6,1.0,6.138,-1.0788894883596385,deep_fry,8.0,343.0,worldcuisines_llm,,
karnyark,Karnıyarık,Turkish,0.4426703011981236,8.1415,2226.6,0.8,39.7375,-0.814930027109644,bake,7.0,577.0,worldcuisines_llm,,
kibinai,Kibinai,Lithuanian,0.34527370314059896,4.0319,1728.4,0.8,46.7565,-1.0634178340440272,bake,6.0,323.0,worldcuisines_llm,,
