Name,wc_id,primary_cuisine,primary_coarse,Cuisines,Countries,Region1,Text Description
Torricado,torricado,Portuguese,bread,"[""Portuguese""]","[""Portugal""]",Southern Europe,"The dish is made of bread toasted over charcoal and soaked in olive oil, with garlic and salt."
Folar,folar,Portuguese,bread,"[""Portuguese""]","[""Portugal""]",Southern Europe,The dish is a bread with melted sugar and cinammon.
Queijo de Azeitão,queijo_de_azeito,Portuguese,cheese,"[""Portuguese""]","[""Portugal""]",Southern Europe,The dish is a simple cheese made from sheep milk.
Pão de Mafra,po_de_mafra,Portuguese,bread,"[""Portuguese""]","[""Portugal""]",Southern Europe,"The dish is a staple bread commonly eaten with butter or jam, hams or cheeses."
Polvo à lagareiro,polvo_lagareiro,Portuguese,seafood,"[""Portuguese""]","[""Portugal""]",Southern Europe,"The dish is an octopus cooked with olive oil, potatoes, and garlic."
Rojões,rojes,Portuguese,meat,"[""Portuguese""]","[""Portugal""]",Southern Europe,The dish is a fried pork with clams.
Empadão,empado,Portuguese,meat,"[""Portuguese""]","[""Portugal"",""Brazil""]",Southern Europe,"The dish is made of red meat between layers of potato, rice, or bread with pasta."
Roast chicken,roast_chicken,Global,chicken,"[""Global""]","[""Global""]",Global,"The dish is chicken prepared as food by roasting whether in a home kitchen, over a fire, or with a rotisserie. Generally, the chicken is roasted with its own fat and juices by circulating the meat during roasting, and therefore, are usually cooked exposed to fire or heat with some type of rotary grill so that the circulation of these fats and juices is as efficient as possible. It is a dish that appears in a wide variety of cuisines worldwide."
Bife a cavalo,bife_a_cavalo,Portuguese,rice,"[""Portuguese"",""Argentinian"",""Brazilian""]","[""Portugal"",""Argentina"",""Brazil""]",Southern Europe,"The dish consists of grilled or pan-fried steak with rice, beans, and salad."
Xarém,xarm,Portuguese,soup,"[""Portuguese""]","[""Portugal"",""Cabo Verde"",""Brazil""]",Western Africa,"The dish is a thick soup made with corn, clams, sardines, and grilled meats."
Cozido à portuguesa,cozido_portuguesa,Portuguese,rice,"[""Portuguese""]","[""Portugal""]",Southern Europe,"The dish is a mixed meal consisting of Vegetable, meat, and other toppings."
Cebolada,cebolada,Portuguese,stew,"[""Portuguese""]","[""Portugal""]",Southern Europe,"The dish is a onion stew, sauce, or paste."
Canja de galinha,canja_de_galinha,Portuguese,soup,"[""Portuguese"",""Brazilian"",""Cape Verdean""]","[""Portugal"",""Brazil"",""Cabo Verde""]",Western Africa,"The dish is a chicken soup with carrot, eggs, olive oil, mint, saffron, clove, and white pepper."
Lokma,lokma,Iraqi,dessert,"[""Iraqi"", ""Syrian"", ""Turkish"", ""Iranian"", ""Kuwaiti""]","[""Iraq"", ""Syria"", ""Turkey"", ""Iran"", ""Kuwait""]",Western Asia,"The dish is a dessert made of leavened and deep fried dough balls, soaked in syrup or honey, sometimes coated with cinnamon or other ingredients."
Akkawi,akkawi,Israeli,cheese,"[""Israeli"", ""Palestinian"", ""Lebanese"", ""Jordanian"", ""Syrian"", ""Egyptian"", ""Cypriot""]","[""Israel"", ""Palestine"", ""Lebanon"", ""Jordan"", ""Syria"", ""Egypt"", ""Cyprus""]",Western Asia,"It is a white brine cheese, commonly made with pasteurized cow's milk, but can also be made with goat or sheepmilk. It is commonly used as a table cheese eaten by itself or paired with fruit."
Halva,halva,Iranian,sweets,"[""Iranian""]","[""Azerbaijan"", ""Greece"", ""India"", ""Iran"", ""Israel"", ""Myanmar"", ""Turkey"",""Poland""]",Southern Asia,"It is a thick paste made from flour, butter, liquid oil, saffron, rosewater, milk, turmeric powder, and sweetened with sugar."
Sopa de cacahuete,sopa_de_cacahuete,African,soup,"[""African""]","[""Taiwan"",""United States"",""Argentina"",""Bolivia"",""Peru"",""Ghana"",""Nigeria"",""Sierra Leone""]",Western Africa,"The dish is a soup made from peanuts, often with various other ingredients"
Kilishi,kilishi,Nigerien,meat,"[""Nigerien"", ""Nigerian""]","[""Niger"", ""Nigeria"", ""Cameroon"", ""Chad""]",Middle Africa,"It is a form of dried meat, typically made with beef, Lamb and mutton or goat."
Koba,koba,Madagascan,sweets,"[""Madagascan""]","[""Madagascar""]",Eastern Africa,"The food is sweet from ground peanuts, brown sugar, and rice flour. It is made by wrapping a batter of ground peanuts, mashed bananas, honey and corn flour in banana leaves and steaming or boiling the small cakes until the batter has set."
Frittata,frittata,Italian,egg,"[""Italian""]","[""Italy""]",Southern Europe,"The dish is crustless quiche, or scrambled eggs, enriched with additional ingredients such as meats, cheeses, or vegetables. "
Assidat Zgougou,assidat_zgougou,Tunisian,dessert,"[""Tunisian""]","[""Tunisia""]",Northern Africa,"The dish is pine nut porridge/cream. It was originally made out of pine, Flour, milk, cream and, nuts. "
Bambalouni,bambalouni,Tunisian,doughnut,"[""Tunisian""]","[""Tunisia""]",Northern Africa,It is prepared with a flour dough fried in oil. The dish is eaten sprinkled with sugar or soaked in honey.
Caponata,caponata,Italian,salad,"[""Italian""]","[""Italy""]",Southern Europe,"This dish consisting of chopped fried eggplant/aubergine and other vegetables, seasoned with olive oil, tomato sauce, celery, olives, and capers, in a sweet sour sauce."
Mechouia salad,mechouia_salad,Tunisian,salad,"[""Tunisian""]","[""Tunisia""]",Northern Africa,"This dish is a grilled vegetable, tomatoes, peppers, onions and garlic salad, that may also contain eggplant."
Fricasse,fricasse,Tunisian,pastry,"[""Tunisian""]","[""Libya"",""Algeria"",""Israel"",""Tunisia""]",Northern Africa,"This dish is a savory fried pastry often filled with tuna, hard-boiled egg, olives, harissa, preserved lemons, capers and mashed potato, with turmeric as a condiment."
Caruru,caruru,Brazilian,side dish,"[""Brazilian""]","[""Brazil""]",South America,"The food made from okra, onion, shrimp, palm oil and toasted nuts (peanuts and/or cashews). "
Fish ball,fish_ball,Chinese,fish,"[""Chinese""]","[""Global""]",Global,"This is a ball-shaped dish made from fish paste, which is then boiled or deep-fried."
Bariis iskukaris,bariis_iskukaris,Somalian,rice,"[""Somalian""]","[""Somalia""]",Eastern Africa,"It is a traditional rice dish that is cooked and mixed with other ingredients. It is made from long, slender-grained aromatic rice. It is typically topped with raisins, peas, fried potatoes, onions and peppers and served with roasted lamb, beef, goat, camel, or chicken."
Tzimmes,tzimmes,Jewish,stew,"[""Jewish""]","[""Israel""]",Western Asia,"The dish is typically made from carrots and dried fruits such as prunes or raisins, often combined with other root vegetables (including yam)."
Sabich,sabich,Israeli,bread,"[""Israeli""]","[""Israel""]",Western Asia,"The dish consists of flatbread stuffed with fried eggplants, hard-boiled eggs, chopped salad, parsley, mango pickle and sauce."
Bamba,bamba,Israeli,snack,"[""Israeli""]","[""Israel""]",Western Asia,The dish are made of peanut-butter-flavored puffed maize
Laffa,laffa,Iraqi,bread,"[""Iraqi""]","[""Iraq""]",Western Asia,"The dish is s a large, thin flatbread with that is traditionally vegan and cooked in an oven. It is most often used to wrap falafel, kebab, and shawarma to make sandwiches, to dip in hummus, matbucha and other dips, or with shakshouka, and other dishes."
Malewa,malewa,Ugandan,vegetable,"[""Ugandan""]","[""Uganda""]",Eastern Africa,The dish is a smoked bamboo shoot.
Apio,apio,Balkan Jewish,salad,"[""Balkan Jewish""]","[""Bulgaria"", ""Macedonia"",""Israel""]",Western Asia,The dish is an appetizer which is made from celeriac and carrot and served cold.
Israeli couscous,israeli_couscous,Israeli,pasta,"[""Israeli""]","[""Israel""]",Western Asia,"The dish is toasted pasta in tiny balls. The pasta is made of hard wheat flour and toasted in an oven. The pasta was factory-made from the outset and, therefore, is rarely seen as home-made from scratch. "
Carrot cake,carrot_cake,English,cake,"[""English"", ""French"", ""Swiss"", ""Danish""]","[""England"", ""France"", ""Switzerland"", ""Denmark""]",Western Europe,The dish is a cake that contains carrots mixed into the batter.
Kikomando,kikomando,Ugandan,bread,"[""Ugandan""]","[""Uganda""]",Eastern Africa,"The dish is made by cutting up flatbread pieces, made with all-purpose flour instead of whole-wheat flour and fried beans. In addition to fried beans, other variations have added avocado, meat stew, gravy, chicken, or liver. This dish is served in street food stalls and higher-end restaurants."
Krembo,krembo,Israeli,snack,"[""Israeli""]","[""Israel""]",Western Asia,"The dish is a chocolate-coated marshmallow treat that consists of a round biscuit base, topped with fluffy marshmallow creme-like foam, coated in a thin layer of sweet baking chocolate, and wrapped in colourful, thin aluminum foil."
Chipsi mayai,chipsi_mayai,Tanzanian,egg,"[""Tanzanian""]","[""Tanzania""]",Eastern Africa,The dish is a simple potato-egg omelette.
Carrot salad,carrot_salad,Global,salad,"[""Global""]","[""Global""]",Global,This dish is a salad made with carrots. Recipes vary widely by region. Shredded carrot is often used as a topping for other dishes.
Carrot pudding,carrot_pudding,British,dessert,"[""British""]","[""Global""]",Global,"The dish is a stuffed carrot with meat, shortening, cream, eggs, raisins, sweetener (dates and sugar), spices (clove and mace), scraped carrot, and breadcrumbs."
Hutspot,hutspot,Dutch,vegetable,"[""Dutch""]","[""Netherlands"",""Indonesia""]",South Eastern Asia,"The dish is boiled and mashed potatoes, carrots, and onions."
Kinpira,kinpira,Japanese,side dish,"[""Japanese""]","[""Japan""]",Eastern Asia,"The food is usually made of root vegetables that have been sautéed and simmered. The most common variety is braised burdock root. Other vegetables include carrots and lotus root, skins of squash such as pumpkin, mushrooms or broccoli, and seaweeds. Other foods include tofu, capsicum, wheat gluten, chicken thigh, pork, and beef."
Kubaneh,kubaneh,Yemenite Jewish,bread,"[""Yemenite Jewish""]","[""Israel""]",Western Asia,The bread is often served alongside eggs that are baked in their shells along with the bread and grated tomato.
Chai tow kway,chai_tow_kway,Chaoshan,stir fry,"[""Chaoshan""]","[""China""]",Eastern Asia,The dish is stir-fried cubes of radish cake.
Gajar ka halwa,gajar_ka_halwa,Indian,dessert,"[""Indian""]","[""India"", ""Bangladesh"", ""Pakistan"", ""Nepal""]",Southern Asia,"The dish is a carrot-based sweet dessert pudding made by placing grated carrots in a pot containing a specific amount of water, milk, sugar, and cardamom and then cooking while stirring regularly. It is often served with a garnish of almonds and pistachios."
Cezerye,cezerye,Turkish,dessert,"[""Turkish""]","[""Turkey""]",Western Asia,"A semi-gelatinous dessert made from caramelised carrots, shredded coconut, and roasted walnuts, hazelnuts, or pistachios."
Candied carrots,candied_carrots,Global,side dish,"[""Global""]","[""Global""]",Global,"A dish are carrots caramelized in butter and brown sugar, sometimes with the addition of an acidic ingredient like orange juice."
Porkkanalaatikko,porkkanalaatikko,Finnish,casserole,"[""Finnish""]","[""Finland""]",Northern Europe,"A dish are mashed carrots, mixed with boiled rice or barley, and liquid."
Bourekas,bourekas,Israeli,pastry,"[""Israeli""]","[""Israel""]",Western Asia,"A baked pastry that are typically made with either puff pastry or filo dough, depending on the origin of the baker. They are often made out of puff pastry filled with various fillings. Among the popular fillings are cheese, minced meat, mashed potato, spinach and cheese, eggplant, and mushrooms."
Compote,compote,Medieval European,dessert,"[""Medieval European""]","[""France"", ""England"", ""Spain"", ""Portugal"", ""Italy"", ""Denmark"", ""Sweden"", ""Norway"", ""Poland"", ""Hungary"", ""Scotland"", ""Ireland"", ""Russia""]",Northern Europe,"A dessert made of whole or pieces of fruit in sugar syrup. Whole fruits are cooked in water with sugar and spices. The syrup may be seasoned with vanilla, lemon or orange peel, cinnamon sticks or powder, cloves, other spices, ground almonds, grated coconut, candied fruit or raisins. It is served either warm or cold."
Tzfatit,tzfatit,Israeli,cheese,"[""Israeli""]","[""Israel""]",Western Asia,"A semi-hard salty cheese, originally from sheep's milk. The milk is pasteurized at a low 72 °C (162 °F), which preserves the food proteins. Trimming is based largely on the action of enzymes contained in a special ferment and on calcium chloride rather than on the action of lactic acid. The fermentation is quick, about an hour. After the separation of most of the whey, the cheese is stored for several hours in straw or plastic baskets to drain the remaining whey and to form its round shape. For the remainder of the draining time, the cheese is inverted several times to help the draining and to form the basket's pattern on all sides."
Carrot chip,carrot_chip,Global,snack,"[""Global""]","[""Global""]",Global,carrots that have been fried or dehydrated
Morkovcha,morkovcha,South Korean,salad,"[""South Korean""]","[""South Korea""]",Eastern Asia,"It is a spicy marinated carrot salad. It is made of finely julienned carrots, garlic, onion,[4] ground red pepper, ground coriander seeds, vinegar, vegetable oil (or olive oil), salt and pepper. It may also include sesame seeds."
Rujak shanghai,rujak_shanghai,Indonesian,salad,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"boiled sliced gurita (octopus) as well as edible jellyfish, kangkung, and served with thick red sweet and sour sauce, mixed with pineapple juice, and toasted crushed peanuts"
Perkedel,perkedel,Indonesian,fritter,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"mashed fried potato mixed with chopped scallion and seasoned with white pepper powder, then shaped into flat round patties and dipped in egg yolk or beaten egg, before being deep fried"
Ayam buah keluak,ayam_buah_keluak,Malaysian,stew,"[""Malaysian"", ""Singaporean""]","[""Indonesia"", ""Malaysia"", ""Singapore""]",South Eastern Asia,"dish consisting of chicken (ayam), tamarind gravy and keluak nuts"
Pie tee,pie_tee,Malaysian,pastry,"[""Malaysian""]","[""Malaysia"", ""Singapore"", ""Indonesia""]",South Eastern Asia,"A thin and crispy pastry tart shell often filled with a spicy, shredded Chinese turnips, sweet mixture of thinly sliced vegetables and prawns"
Bubur cha cha,bubur_cha_cha,Indonesian,dessert,"[""Indonesian"",""Singaporean"",""Malaysian"",""Thai""]","[""Brunei Darussalam"", ""Indonesia"", ""Malaysia"", ""Singapore"", ""Thailand""]",South Eastern Asia,"This dessert is prepared by using pearled sago, sweet potatoes, yams, bananas, coconut milk, pandan leaves, sugar and salt"
Asinan,asinan,Chinese Indonesian,snack,"[""Chinese Indonesian""]","[""Indonesia""]",South Eastern Asia,"The vegetable type uses Chinese cabbage, cabbage, bean sprouts, tofu, and lettuce served in a thin, hot, peanut sauce with vinegar, topped with peanuts and krupuk(Crackers).The Fruit type uses preserved tropical fruits, such as raw mango, water apple, papaya, ambarella, jicama, nutmeg, and pineapple served in sweet, hot, and sour vinegar and chili sauce, sprinkled with peanuts. "
Babi hong,babi_hong,Indonesian,meat,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"This is boiled or braised, fried and steamed pork belly in salty soy sauce, sweet soy sauce, and black mushroom soy sauce, Chinese red cooking wine, and oyster sauce"
Bakwan,bakwan,Chinese,fritter,"[""Chinese"",""Indonesian""]","[""Indonesia""]",South Eastern Asia,"beansprouts, shredded cabbages and carrots, battered and deep fried in cooking oil"
Bakso,bakso,Indonesian,meat,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"This dish is finely ground beef with a small quantity of tapioca flour and salt, and then served in a bowl of beef broth, with yellow noodles, rice vermicelli,broccoli, bean sprout, sprinkled with fried shallots and celery"
Sekoteng,sekoteng,Indonesian,beverages,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"a ginger-based hot drink which includes peanuts, diced bread, and tapioca pearls (known locally as pacar cina)"
Guazi,guazi,Chinese,snack,"[""Chinese"", ""Malaysian"", ""Indonesian""]","[""China"", ""Malaysia"", ""Indonesia""]",South Eastern Asia,"baked seeds of the sunflower, pumpkin, or watermelon seeds"
Youtiao,youtiao,Chinese,snack,"[""Chinese""]","[""China"", ""Vietnam"", ""Cambodia"", ""Singapore"", ""Malaysia"", ""Indonesia"", ""Philippines"", ""Brunei Darussalam"", ""Myanmar"", ""Thailand"", ""Hong Kong"", ""Taiwan""]",South Eastern Asia,This dish is a long golden-brown deep-fried strip of wheat flour dough
Bakpia,bakpia,Indonesian,pastry,"[""Indonesian"",""Filipino""]","[""Indonesia"",""Philippines""]",South Eastern Asia,"This dish has flaky version and cake-dough version. The dish itself is filled with either mung bean, pork, purple yam or azuki beans.  "
Grass jelly,grass_jelly,Chinese,dessert,"[""Chinese""]","[""China"", ""Hong Kong"", ""Macau"", ""Taiwan"", ""Indonesia"", ""Malaysia"", ""Singapore"",""Brunei Darussalam"", ""Philippines"", ""Thailand"", ""Vietnam""]",South Eastern Asia,"The jelly is made by boiling the aged and slightly oxidized stalks and leaves of Platostoma palustre (Mesona chinensis) with potassium carbonate and a little starch for several hours, then let it cool and served with sweet beverages. "
Yusheng,yusheng,Chinese,salad,"[""Chinese""]","[""Malaysia"", ""Singapore"", ""Brunei Darussalam"",""Indonesia"",""China""]",Eastern Asia,"This dish consists of strips of raw fish (sometimes salmon), mixed with shredded Vegetable and a variety of sauces and condiments, among other ingredients"
Tee long pan,tee_long_pan,Malaysian,rice,"[""Malaysian"", ""Singaporean"",""Indonesian""]","[""Malaysia"", ""Singapore"",""Indonesia""]",South Eastern Asia,"a steamed rice roll serve with shrimp paste or chilli sauce or with red chilli sauce, crushed roasted peanuts, fried shallots, and dried shrimp."
Soto Klethuk,soto_klethuk,Indonesian,soup,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The soup consists of shredded chicken, bean sprouts, vermicelli, eggs, fried onions, and fried cassava."
Burmese fried rice,burmese_fried_rice,Burmese,rice,"[""Burmese""]","[""Myanmar""]",South Eastern Asia,"The dish is made using short-grain Burmese fragrant rice and is typically stir-fried with boiled peas. Other common ingredients include egg, onions, and garlic. The seasonings, which may include soy sauce, salt, and sometimes chili, are stir-fried together with the rest of the ingredients"
Morisqueta tostada,morisqueta_tostada,Filipino,rice,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is fried rice with sausage, ham, shrimp, and spring onions. It is commonly eaten with fried dishes like longganisa, tapa, or carne norte guisado."
Bagoong fried rice,bagoong_fried_rice,Filipino,rice,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is fried rice in oil with shrimp paste, garlic, spring onions, black pepper, and salt."
Albaloo polo,albaloo_polo,Iranian,rice,"[""Iranian""]","[""Iran""]",Southern Asia,"The dish is made with rice and sour cherries usually served with chicken, koobideh, or other types of kebab as well as some form of stews."
Bai pong moan,bai_pong_moan,Cambodian,rice,"[""Cambodian""]","[""Cambodia""]",South Eastern Asia,"The dish consisting of fried eggs and white rice. Beaten eggs are preferred and herbs are often added for flavor. Unbeaten eggs are usually cooked until crisp on one side and somewhat raw on the other side. Salt, soy sauce, or fish sauce can be used to flavor the eggs, and soy sauce can also be applied to the rice."
Bubur pedas,bubur_pedas,Indonesian,rice,"[""Indonesian""]","[""Indonesia"",""Malaysia""]",South Eastern Asia,"The dish is made from finely ground sauteed rice and grated coconut.The stock is made either from tetelan (bony meat such as ribs) or chicken broth.Bumbu spices mixture include shallot, garlic, red chili pepper, bruised lemongrass, black pepper, galangal and salam leaf (Indonesian bayleaf).A number of Vegetable, among others carrot, water spinach, fern leaf and kesum leaf, long beans, bean sprouts, bamboo shoots and diced sweet potato incorporated into the pot when the porridge is cooked.Fried shallots, anchovy and peanuts are added on top of the spicy porridge when served.Key lime juice, sweet soy sauce and sambal chili paste might be added as condiments."
Charleston red rice,charleston_red_rice,American,rice,"[""American""]","[""United States""]",Northern America,"The dish consists of the cooking of white rice with crushed tomatoes instead of water and small bits of bacon or smoked pork sausage. Celery, bell peppers, and onions are the traditional Vegetable used for seasoning."
Concoction rice,concoction_rice,Nigerian,rice,"[""Nigerian""]","[""Nigeria""]",Western Africa,"The dish is made by rice, vegetable oil and salt."
Diri djondjon,diri_djondjon,Haitian,rice,"[""Haitian""]","[""Haiti""]",Caribbean,"The dish consisting of rice made with edible black mushrooms called djondjon. When the mushrooms are boiled, they release a grayish-black coloring giving the rice its gray color and the dish's distinctive flavor. The dish is often served with some sort of meat, whether it be fish, chicken, or shrimp (usually mixed in the rice)."
Kateh,kateh,Iranian,rice,"[""Iranian""]","[""Iran""]",Southern Asia,The dish is sticky rice dish and speed of cooking makes it popular for casual dinners.
Loobia polo,loobia_polo,Iranian,rice,"[""Iranian""]","[""Iran""]",Southern Asia,"This dish is made by sautéing onion with a touch of turmeric powder followed by mixing the beef, then adding the cooked green beans with salt and pepper."
Chongyang cake,chongyang_cake,Chinese,cake,"[""Chinese""]","[""China""]",Eastern Asia,"The dish mainly made up of rice flour and sugar is baked and steamed, then decorated with jujube, chestnuts and almonds."
Erkuai,erkuai,Chinese,snack,"[""Chinese""]","[""China""]",Eastern Asia,"The dish is often served stir-fried with Vegetable, and málà sauce, which is a mixture of dried red chilis, Sichuan pepper, and salt. "
Mache,mache,Filipino,rice,"[""Filipino""]","[""Philippines""]",South Eastern Asia,The dish is characteristically white in color or green due to the pandan extracts.
Seenakku,seenakku,Sri Lankan,rice,"[""Sri Lankan""]","[""Sri Lanka""]",Southern Asia,"The dish is a popular sweet, and is served with grated coconut."
Bánh bò,bnh_b,Vietnamese,cake,"[""Vietnamese""]","[""Vietnam""]",South Eastern Asia,"The dish is a chewy cake made of rice flour, water, sugar, and yeast with honeycomb-like appearance on the inside due to air bubbles. They also have colorful variants."
Puffed rice cakes,puffed_rice_cakes,Global,rice,"[""Global""]","[""Global""]",Global,"The dish is a flat hard food made with puffed rice. Typically, it is eaten as a snack or used as a base for other ingredients."
Shir Berenj,shir_berenj,Persian,rice,"[""Persian""]","[""Iran""]",Southern Asia,"The dish is a rice pudding flavored with rose water, spices such as cinnamon or cardamom, and often containing almonds. It may be served warm or chilled as a dessert."
Doodhpak,doodhpak,Indian,dessert,"[""Indian""]","[""India""]",Southern Asia,"This dessert is a type of creamy pudding made from milk, sugar, and rice, flavored with aromatic spices and enriched with nuts. The milk is simmered slowly until it thickens and sweetens, then the dish is topped with chopped dry fruits or nuts. It is typically served with fried flatbreads."
Sara udon,sara_udon,Japanese,noodle,"[""Japanese""]","[""Japan""]",Eastern Asia,"The dish consists of a base of noodles, and a topping of fried cabbage, bean sprouts and other Vegetable, as well as squid, prawns, pork, kamaboko etc. There are two main varieties of noodles, thinner crispy noodles fried in oil (called pari pari, bari bari, or bari men). Another variation uses thicker noodles."
Vanillerostbraten,vanillerostbraten,Austrian,cutlet,"[""Austrian""]","[""Austria""]",Western Europe,"The beef cutlet dish prepared with garlic, salt, pepper, butter, onions, and brown bouillon and normally served with fried potatoes."
Pek nga,pek_nga,Malaysian,pancake,"[""Malaysian""]","[""Malaysia""]",South Eastern Asia,"The dish is a pancake usually eaten with a type of fish stew, coconut sticky rice, or dried fish."
Bein mont,bein_mont,Burmese,pancake,"[""Burmese""]","[""Myanmar""]",South Eastern Asia,"This dish is a pancake, widely available as a street food. The pancake batter is rice flour based. After cooking the pancakes are immersed in jaggery syrup with coconut shavings and garnished with sesame seeds, peanuts and poppy seeds."
bakabana,bakabana,Surinamese,fritter,"[""Surinamese""]","[""Suriname""]",South America,The dish is a type of fried banana.
Huai'an Pingqiao tofu,huaian_pingqiao_tofu,Chinese,tofu,"[""Chinese""]","[""China""]",Eastern Asia,"The dish is a mixed tofu with seafood, mushrooms, and chicken with soft textures."
Alcapurria,alcapurria,Puerto Rican,snack,"[""Puerto Rican""]","[""Puerto Rico""]",Caribbean,"The dish is a fritter dish. The dough surrounding the filling, the masa, is made primarily of green banana and grated yautía with optional addition of squash. Green banana can be replaced with breadfruit, cassava, taro, green or yellow plantains or other arrowroots."
Kwacoco,kwacoco,Cameroonian,vegetable,"[""Cameroonian""]","[""Cameroon""]",Middle Africa,The dish consisting in pureed cocoyam wrapped and steamed in banana leaves.
Tekeli Pitha,tekeli_pitha,Indian,rice,"[""Indian""]","[""India""]",Southern Asia,"The dish is mixed with coconut, sugar and a little powdered milk. Ground cardamom and dried orange rind can also be added."
Dombolo,dombolo,South African,bread,"[""South African""]","[""South Africa""]",Southern Africa,The dish is a steamed bread. It is a popular staple food. The bread is prepared in a container in a pot of boiling water.
Milk roll,milk_roll,English,bread,"[""English"", ""Japanese"", ""Dutch""]","[""England"", ""Japan"", ""Netherlands""]",Northern Europe,"The dish is a soft, round type of bread. It is made using milk instead of water, as well as white flour, yeast, and sugar. "
Khanom sai bua,khanom_sai_bua,Thai,dessert,"[""Thai""]","[""Thailand""]",South Eastern Asia,"The dish is made of rice and tapioca flours mixed with coarsely sliced dried stem lotus (or pounded stem lotus) and coconut milk, and sprinkled with shredded coconut, and wrapped in banana leaves (or scoop into small ceramic cups like khanom thuai), before steaming for about 25 minutes is the last step."
Suet pudding,suet_pudding,British,dessert,"[""British""]","[""United Kingdom""]",Northern Europe,"The dish is a boiled, steamed or baked pudding made with wheat flour and suet (raw, hard fat of beef or mutton found around the kidneys), often with breadcrumb, dried fruits such as raisins, other preserved fruits, and spices. It is may be savoury."
Fruit hat,fruit_hat,British,dessert,"[""British""]","[""United Kingdom""]",Northern Europe,"The dish is a category of steamed puddings that made with butter, flour and eggs produce a sponge-like pud topped with sauce that can be put into the base of the bowl and cooked with the pudding. So the sauce melds with the sponge to produce a deliciously gunky top"
Butter pecan,butter_pecan,American,dessert,"[""American""]","[""United States""]",Northern America,
Galletas pesquera,galletas_pesquera,Filipino,snack,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is characteristically very thin and disc-shaped, usually with three or more small perforations."
Moravian spice cookies,moravian_spice_cookies,American,snack,"[""American""]","[""United States""]",Northern America,"The dish is the blend of spices and molasses, rolled paper thin, has a reputation as the ""World""s Thinnest Cookie""."
Picnic biscuit,picnic_biscuit,Turkish,snack,"[""Turkish"",""Romanian""]","[""Turkey"",""Romania""]",Western Asia,"The dish is a type of small, rectangular biscuit. "
Nankhatai,nankhatai,Indian,biscuit,"[""Indian""]","[""India"", ""Bangladesh"", ""Pakistan""]",Southern Asia,"The dish is a type of dried bread. The main ingredients are refined flour, chickpea flour and semolina."
Repostería,repostera,Mexican,cookies,"[""Mexican""]","[""Mexico""]",Central America,The dish is a type of shortbread-like cookie that is lightly baked and dipped into a cinnamon sugar blend until the cinnamon sugar surrounds the cookie. These are often served with coffee or hot spiced Mexican chocolate.
Beaver Tail,beaver_tail,Canadian,snack,"[""Canadian""]","[""Canada""]",Northern America,"The dish referred to quick-baked dough ""especially in early 19th-century places where people might camp for one night and where there was no frying pan."" It is a fried dough pastry that is specially hand-stretched into the shape of a beaver's tail."
Belokranjska povitica,belokranjska_povitica,Slovenian,pastry,"[""Slovenian""]","[""Slovenia""]",Southern Europe,"The dough is rolled out and stretched out as thin as possible. The filling is made of ricotta cheese, eggs, heavy cream, oil, and butter. The filling is spread evenly on the rolled-out dough, rolled into a spiral, and placed in a greased baking tin. "
Chasan,chasan,Chinese,pastry,"[""Chinese""]","[""China""]",Eastern Asia,"The dish is golden brown and crispy. It is made by rolled wirelike strips. Usually, It has a variety of shapes. It is a kind of afternoon tea snack and that is why it is so named."
Cornish pasty,cornish_pasty,English,sandwich,"[""English""]","[""England""]",Northern Europe,"The dish made of any kind of meat or fruit, rolled up in a paste made of flour and suet or lard. A couple of ounces of bacon and half a-pound of raw potatoes, both thinly sliced and slightly seasoned, will be found sufficient for the meal. It should be shaped like a ""D"" and crimped on one side, not on the top. Its ingredients should include beef, turnip, potato and onion, with a light seasoning of salt and pepper, keeping a chunky texture."
Concave cake,concave_cake,Chinese,cake,"[""Chinese""]","[""China""]",Eastern Asia,"This dish is a cake with fillings that leak out when sliced, similar in appearance to a volcano. The traditional recipe combines egg, egg yolk, honey, white sugar and low-gluten flour. Filling flavors range from traditional honey to exotic flavors like cheese, matcha and chocolate. It was initially considered unsuccessful due to its namesake shape. "
Croline,croline,Global,pastry,"[""Global""]","[""Global""]",Global,"The dish is a flaky (typically puff) pastry parcel filled with various (traditionally) salty or spicy fillings. Normally the top side of the pastry is latticed. They are produced in various shapes and sizes and with different fillings. Though sweet versions are beginning to be produced, typical savoury fillings are mushroom, ham/cheese and salmon/herb. Seafood filled are normally made in a fish shaped pastry. "
